Date UTC,Tube #,CTD cast,Niskin,depth,comments.sampling,drop.sample,field.negative.type,extraction,comments.extraction,qubit.ng.ul,water.filtered.L,elution (ul),Fluor,Zymo columns
7/25/19,864,55-8,1,500,,,,3/2/20,,,2.5,100,0.003,
7/25/19,865,55-8,2,500,,,,3/2/20,,,2.5,100,0.003,
7/25/19,866,55-8,3,300,,,,3/2/20,,,2.5,100,-0.0067,
7/25/19,867,55-8,4,300,,,,3/2/20,,,2.5,100,-0.0067,
7/25/19,868,55-8,5,150,,,,3/2/20,,,2.5,100,-0.0186,
7/25/19,869,55-8,6,150,ST,,,3/2/20,,,2.5,100,-0.0186,
7/25/19,870,55-8,7,100,ST,,,3/2/20,,,2.5,100,0.18339,
7/25/19,871,55-8,8,100,ST,,,3/2/20,,,2.5,100,0.18339,
7/25/19,872,55-8,9,50,ST,,,3/2/20,pellet,,2.5,100,0.63156,
7/25/19,873,55-8,10,50,ST,,,3/2/20,pellet,,2.5,100,0.63156,
7/25/19,874,55-8,sfc,sfc,,,,3/2/20,pellet ++,90,2.5,100,0.12815,
7/25/19,875,55-8,sfc,sfc,,,,3/2/20,pellet,,2.5,100,0.12815,
7/25/19,876,55-7,1,500,,,,3/2/20,,,2.5,100,0.00547,
7/25/19,877,55-7,2,500,,,,3/2/20,,,2.5,100,0.00547,
7/25/19,878,55-7,3,300,,,,3/2/20,,,2.5,100,-0.0023,
7/25/19,879,55-7,4,300,,,,3/2/20,,,2.5,100,-0.0023,
7/25/19,880,55-7,5,150,,,,3/2/20,,,2.5,100,-0.0085,
7/25/19,881,55-7,6,150,ST,,,3/2/20,,,2.5,100,-0.0085,
7/25/19,882,55-7,7,100,ST,,,3/2/20,,,2.5,100,0.10503,
7/25/19,883,55-7,8,100,ST,,,3/2/20,,,2.5,100,0.10503,
7/25/19,884,55-7,9,50,ST,,,3/2/20,pellet,,2.5,100,0.87397,
7/25/19,885,55-7,10,50,ST,,,3/2/20,pellet,,2.5,100,0.87397,
7/25/19,886,55-7,sfc,sfc,,,,3/3/20,pellet,,2.5,100,0.17936,
7/25/19,887,55-7,sfc,sfc,,,,3/3/20,pellet,,2.5,100,0.17936,
7/25/19,888,55-6,1,500,,,,3/3/20,,,2.5,100,0.00198,
7/25/19,889,55-6,2,500,,,,3/3/20,,,2.5,100,0.00198,
7/25/19,890,55-6,3,300,,,,3/3/20,,,2.5,100,-9.26E-04,
7/25/19,891,55-6,4,300,,,,3/3/20,,,2.5,100,-9.26E-04,
7/25/19,892,55-6,5,150,,,,3/3/20,,,2.5,100,-0.0116,
7/25/19,893,55-6,6,150,ST,,,3/3/20,,,2.5,100,-0.0116,
7/25/19,894,55-6,7,100,ST,,,3/3/20,,,2.5,100,0.00858,
7/25/19,895,55-6,8,100,ST,,,3/3/20,,,2.5,100,0.00858,
7/25/19,896,55-6,9,50,ST,,,3/3/20,,,2.5,100,1.86219,
7/25/19,897,55-6,10,50,ST,,,3/3/20,,,2.5,100,1.86219,
7/25/19,898,55-6,sfc,sfc,,,,3/3/20,pellet,,2.5,100,0.62745,
7/25/19,899,55-6,sfc,sfc,,,,3/3/20,pellet,,2.5,100,0.62745,
7/25/19,900,55-5,1,500,,,,3/3/20,,,2.5,100,0.00313,
7/25/19,901,55-5,2,500,,,,3/3/20,,,2.5,100,0.00313,
7/25/19,902,55-5,3,300,,,,3/3/20,,,2.5,100,-0.0055,
7/25/19,903,55-5,4,300,,,,3/3/20,,,2.5,100,-0.0055,
7/25/19,904,55-5,5,150,,,,3/3/20,,,2.5,100,-0.0118,
7/25/19,905,55-5,6,150,ST,,,3/3/20,,,2.5,100,-0.0118,
7/25/19,906,55-5,7,100,ST,,,3/3/20,,,2.5,100,0.00291,
7/25/19,907,55-5,8,100,ST,,,3/3/20,,,2.5,100,0.00291,
7/25/19,908,55-5,9,50,ST,,,3/3/20,pellet,,2.5,100,1.15238,
7/25/19,909,55-5,10,50,ST,,,3/3/20,pellet,,2.5,100,1.15238,
7/25/19,910,55-5,sfc,sfc,,,,3/3/20,pellet ++,,2.5,100,0.46995,
7/25/19,911,55-5,sfc,sfc,,,,3/3/20,,89.6,2.5,100,0.46995,
7/25/19,912,55-4,1,500,,,,3/3/20,,,2.5,100,0.0054,
7/25/19,913,55-4,2,500,,,,3/3/20,,,2.5,100,0.0054,
7/25/19,914,55-4,3,300,,,,3/3/20,,,2.5,100,9.12E-04,
7/25/19,915,55-4,4,300,,,,3/3/20,,,2.5,100,9.12E-04,
7/25/19,916,55-4,5,150,,,,3/3/20,,,2.5,100,0.0069,
7/25/19,917,55-4,6,150,,,,3/3/20,,,2.5,100,0.0069,
7/25/19,918,55-4,7,100,ST,,,3/3/20,,,2.5,100,-0.019,
7/25/19,919,55-4,8,100,ST,,,3/3/20,,,2.5,100,-0.019,
7/25/19,920,55-4,9,50,ST,,,3/3/20,,,2.5,100,0.48815,
7/25/19,921,55-4,10,50,ST,,,3/3/20,pellet,,2.5,100,0.48815,
7/25/19,922,55-4,sfc,sfc,,,,3/3/20,pellet ++,,2.5,100,2.21432,
7/25/19,923,55-4,sfc,sfc,,,,3/3/20,pellet ++,75.2,2.5,100,2.21432,
7/25/19,924,55-3,1,248,,,,3/3/20,,,2.5,100,0.01344,
7/25/19,925,55-3,2,248,,,,3/3/20,,,2.5,100,0.01344,
7/25/19,926,55-3,3,150,,,,3/3/20,,,2.5,100,0.00441,
7/25/19,927,55-3,4,150,,,,3/3/20,,,2.5,100,0.00441,
7/25/19,928,55-3,5,100,,,,3/3/20,,,2.5,100,-0.0064,
7/25/19,929,55-3,6,100,ST,,,3/3/20,,,2.5,100,-0.0064,
7/25/19,930,55-3,7,50,ST,,,3/3/20,,,2.5,100,0.17296,
7/25/19,931,55-3,8,50,ST,,,3/3/20,,,2.5,100,0.17296,
7/25/19,932,55-3,sfc,sfc,took longer than other sfc samples,,,3/3/20,pellet ++,,2.5,100,1.47453,
7/25/19,933,55-3,sfc,sfc,took longer than other sfc samples,,,3/4/20,pellet ++,,2.5,100,1.47453,
7/25/19,934,55-2,1,136,,,,3/4/20,,,2.5,100,0.02892,
7/25/19,935,55-2,2,136,"Niskin may not have been completely sealed, started pouring even when pressure wasn't released",,,3/4/20,,,2.5,100,0.02892,
7/25/19,936,55-2,3,100,"Niskin may not have been completely sealed, started pouring even when pressure wasn't released",,,3/4/20,,,2.5,100,0.01184,
7/25/19,937,55-2,4,100,,,,3/4/20,,,2.5,100,0.01184,
7/25/19,938,55-2,5,50,,,,3/4/20,,,2.5,100,0.00317,
7/25/19,939,55-2,6,50,,,,3/4/20,,,2.5,100,0.00317,
7/25/19,940,55-2,sfc,sfc,took longer than other sfc samples,,,3/4/20,pellet,80.8,2.5,100,1.40514,
7/25/19,941,55-2,sfc,sfc,took longer than other sfc samples,,,3/4/20,pellet,,2.5,100,1.40514,
7/25/19,942,55-1,1,40,,,,3/4/20,,,2.5,100,0.15147,
7/25/19,943,55-1,2,40,,,,3/4/20,,,2.5,100,0.15147,
7/25/19,944,55-1,3,25,,,,3/4/20,,,2.5,100,0.21057,
7/25/19,945,55-1,4,25,,,,3/4/20,,,2.5,100,0.21057,
7/25/19,946,55-1,sfc,sfc,,,,3/4/20,pellet ++,,2.5,100,2.68382,
7/25/19,947,55-1,sfc,sfc,,,,3/4/20,pellet ++,,2.5,100,2.68382,
7/26/19,948,-,-,-,"Evap DI water, ~2L",,Evap.DI,3/4/20,,,2,100,,
7/26/19,949,58-1,1,50,,,,3/4/20,pellet,,2.5,100,0.10465,
7/26/19,950,58-1,2,50,,,,3/4/20,pellet,,2.5,100,0.10465,
7/26/19,951,58-1,3,25,Tissue bits? From side hose?,,,3/4/20,pellet ++,,2.5,100,0.26876,
7/26/19,952,58-1,4,25,ST; Tissue bits? From side hose?,,,3/4/20,pellet ++,,2.5,100,0.26876,
7/26/19,953,58-1,sfc,sfc,,,,3/4/20,,,2.5,100,2.02243,
7/26/19,954,58-1,sfc,sfc,,,,3/4/20,,,2.5,100,2.02243,
7/26/19,955,-,-,-,Lab DI water,,Lab.DI,3/4/20,,,2.5,100,,
7/26/19,956,58-2,3,150,,,,3/4/20,,,2.5,100,5.41E-04,
7/26/19,957,58-2,4,150,,,,3/4/20,,,2.5,100,5.41E-04,
7/26/19,958,58-2,5,100,,,,3/4/20,,,2.5,100,0.00165,
7/26/19,959,58-2,6,100,,,,3/4/20,,,2.5,100,0.00165,
7/26/19,960,58-2,7,50,ST,,,3/4/20,,,2.5,100,0.12852,
7/26/19,961,58-2,8,50,ST,,,3/4/20,,,2.5,100,0.12852,
7/26/19,962,58-2,sfc,sfc,took longer than other sfc samples,,,3/4/20,pellet ++,,2.5,100,9.50508,
7/26/19,963,58-2,sfc,sfc,took longer than other sfc samples,,,3/4/20,,,2.5,100,9.50508,
7/26/19,964,58-5,1,500,,,,3/4/20,,,2.5,100,0.00255,
7/26/19,965,58-5,2,500,,,,3/4/20,,,2.5,100,0.00255,
7/26/19,966,58-5,3,300,,,,3/4/20,,,2.5,100,-0.0027,
7/26/19,967,58-5,4,300,,,,3/4/20,,,2.5,100,-0.0027,
7/26/19,968,58-5,5,150,,,,3/4/20,,,2.5,100,-0.016,
7/26/19,969,58-5,6,150,ST,,,3/4/20,,,2.5,100,-0.016,
7/26/19,970,58-5,7,100,ST,,,3/4/20,,,2.5,100,-0.0217,
7/26/19,971,58-5,8,100,ST,,,3/4/20,,,2.5,100,-0.0217,
7/26/19,972,58-5,9,50,ST,,,3/4/20,,,2.5,100,0.21317,
7/26/19,973,58-5,10,50,ST,,,3/4/20,,,2.5,100,0.21317,
7/26/19,974,58-5,sfc,sfc,,,,3/4/20,pellet ++,89.6,2.5,100,5.13444,
7/26/19,975,58-5,sfc,sfc,,,,3/4/20,pellet ++,,2.5,100,5.13444,
7/27/19,976,-,-,-,"Evap DI water, ~2L",,Evap.DI,11/7/19,,,2,100,,
7/27/19,977,60-4,1,500,,,,3/4/20,,,2.5,100,0.00346,
7/27/19,978,60-4,2,500,,,,3/4/20,,,2.5,100,0.00346,
7/27/19,979,60-4,3,300,,,,3/4/20,,,2.5,100,-0.0077,
7/27/19,980,60-4,4,300,,,,3/4/20,,,2.5,100,-0.0077,
7/27/19,981,60-4,5,150,,,,3/5/20,,,2.5,100,-0.0145,
7/27/19,982,60-4,6,150,,,,3/5/20,,,2.5,100,-0.0145,
7/27/19,983,60-4,7,100,ST,,,3/5/20,,,2.5,100,0.11525,
7/27/19,984,60-4,8,100,ST,,,3/5/20,,,2.5,100,0.11525,
7/27/19,985,60-4,9,50,ST,,,11/7/19,,278,2.5,100,2.00403,
7/27/19,986,60-4,10,50,ST,,,11/7/19,,135,2.5,100,2.00403,
7/27/19,987,60-4,sfc,sfc,,,,11/7/19,,,2.5,100,0.20928,
7/27/19,988,60-4,sfc,sfc,,,,11/7/19,,,2.5,100,0.20928,
7/27/19,989,60-3,3,100,,,,3/5/20,,,2.5,100,-0.0072,
7/27/19,990,60-3,4,100,,,,3/5/20,,,2.5,100,-0.0072,
7/27/19,991,60-3,5,50,,,,3/5/20,,,2.5,100,0.29574,
7/27/19,992,60-3,6,50,ST,,,3/5/20,,,2.5,100,0.29574,
7/27/19,993,60-3,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,0.393,
7/27/19,994,60-3,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,0.393,
7/27/19,995,60-2,1,86,,,,3/5/20,,,2.5,100,0.01925,
7/27/19,996,60-2,2,86,,,,3/5/20,,,2.5,100,0.01925,
7/27/19,997,60-2,3,50,ST,,,11/7/19,,310,2.5,100,0.05277,
7/27/19,998,60-2,4,50,ST,,,11/7/19,,50,2.5,100,0.05277,
7/27/19,999,60-2,sfc,sfc,,,,11/7/19,,,2.5,100,13.3382,
7/27/19,1000,60-2,sfc,sfc,,,,11/7/19,,,2.5,100,13.3382,
7/27/19,1001,60-1,1,60,,,,3/5/20,,,2.5,100,0.07526,
7/27/19,1002,60-1,2,60,,,,3/5/20,pellet,,2.5,100,0.07526,
7/27/19,1003,60-1,3,50,,,,11/7/19,,167,2.5,100,0.0369,
7/27/19,1004,60-1,4,50,ST,,,11/7/19,,76.5,2.5,100,0.0369,
7/27/19,1005,60-1,5,25,ST,,,11/7/19,,65,2.5,100,0.13937,
7/27/19,1006,60-1,6,25,ST,,,11/7/19,,,2.5,100,0.13937,
7/27/19,1007,60-1,sfc,sfc,took longer than other sfc samples,,,11/7/19,,>600,2.5,100,11.8954,
7/27/19,1008,60-1,sfc,sfc,took longer than other sfc samples,,,11/7/19,,>600,2.5,100,11.8954,
7/28/19,1009,-,-,-,"Evap DI water, ~2L",,Evap.DI,3/5/20,,,2,100,,
7/28/19,1010,61-2,1,135,,,,3/5/20,,,2.5,100,8.28E-04,
7/28/19,1011,61-2,2,135,,,,3/5/20,,,2.5,100,8.28E-04,
7/28/19,1012,61-2,3,100,,,,3/5/20,,,2.5,100,-0.014,
7/28/19,1013,61-2,4,100,,,,3/5/20,,,2.5,100,-0.014,
7/28/19,1014,61-2,5,50,ST,,,3/5/20,,,2.5,100,0.24221,
7/28/19,1015,61-2,6,50,ST,,,3/5/20,,,2.5,100,0.24221,
7/28/19,1016,61-2,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,5.88135,
7/28/19,1017,61-2,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,5.88135,
7/28/19,1018,61-3,1,300,,,,3/5/20,,,2.5,100,0.00395,
7/28/19,1019,61-3,2,300,,,,3/5/20,,,2.5,100,0.00395,
7/28/19,1020,61-3,3,150,,,,3/5/20,,,2.5,100,-0.0126,
7/28/19,1021,61-3,4,150,,,,3/5/20,,,2.5,100,-0.0126,
7/28/19,1022,61-3,5,100,ST,,,3/5/20,,,2.5,100,-0.0154,
7/28/19,1023,61-3,6,100,,,,3/5/20,,,2.5,100,-0.0154,
7/28/19,1024,61-3,7,50,ST,,,3/5/20,,,2.5,100,0.21481,
7/28/19,1025,61-3,8,50,ST,,,3/5/20,,,2.5,100,0.21481,
7/28/19,1026,61-3,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,0.46386,
7/28/19,1027,61-3,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,0.46386,
7/28/19,1028,61-4,1,490,,,,3/5/20,,,2.5,100,0.00877,
7/28/19,1029,61-4,2,490,,,,3/5/20,,,2.5,100,0.00877,
7/28/19,1030,61-4,3,300,,,,3/5/20,,,2.5,100,-0.005,
7/28/19,1031,61-4,4,300,,,,3/5/20,,,2.5,100,-0.005,
7/28/19,1032,61-4,5,150,,,,3/5/20,,,2.5,100,-0.0114,
7/28/19,1033,61-4,6,150,,,,3/5/20,,,2.5,100,-0.0114,
7/28/19,1034,61-4,7,100,ST,,,3/5/20,,,2.5,100,-0.0055,
7/28/19,1035,61-4,8,100,ST,,,3/5/20,,,2.5,100,-0.0055,
7/28/19,1036,61-4,9,50,ST,,,3/5/20,,,2.5,100,0.29791,
7/28/19,1037,61-4,10,50,ST,,,3/5/20,,,2.5,100,0.29791,
7/28/19,1038,61-4,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,0.47588,
7/28/19,1039,61-4,sfc,sfc,,,,3/5/20,pellet ++,,2.5,100,0.47588,
7/28/19,1040,61-5,1,500,,,,3/5/20,,,2.5,100,0.00396,
7/28/19,1041,61-5,2,500,,,,3/5/20,,,2.5,100,0.00396,
7/28/19,1042,61-5,3,300,,,,3/5/20,,,2.5,100,-0.0056,
7/28/19,1043,61-5,4,300,,,,3/5/20,,,2.5,100,-0.0056,
7/28/19,1044,61-5,5,150,,,,3/5/20,,,2.5,100,-0.0125,
7/28/19,1045,61-5,6,150,,,,3/5/20,,,2.5,100,-0.0125,
7/28/19,1046,61-5,7,100,ST,,,3/5/20,,,2.5,100,-0.0235,
7/28/19,1047,61-5,8,100,ST,,,3/5/20,,,2.5,100,-0.0235,
7/28/19,1048,61-5,9,50,ST; paritally spilled as transporting so added more back in to the line,,,3/5/20,,,2.5,100,0.74687,
7/28/19,1049,61-5,10,50,ST; paritally spilled as transporting so added more back in to the line,,,3/5/20,,,2.5,100,0.74687,
7/28/19,1050,61-5,sfc,sfc,,,,3/5/20,pellet,,2.5,100,0.29215,
7/28/19,1051,61-5,sfc,sfc,,,,3/5/20,pellet,,2.5,100,0.29215,
7/28/19,1052,61-6,1,500,,,,3/5/20,,,2.5,100,0.00536,
7/28/19,1053,61-6,2,500,,,,3/5/20,,,2.5,100,0.00536,
7/28/19,1054,61-6,3,300,,,,3/5/20,,,2.5,100,-1.53E-04,
7/28/19,1055,61-6,4,300,,,,3/5/20,,,2.5,100,-1.53E-04,
7/28/19,1056,61-6,5,150,,,,3/5/20,,,2.5,100,-0.0133,
7/28/19,1057,61-6,6,150,ST,,,3/5/20,,,2.5,100,-0.0133,
7/28/19,1058,61-6,7,100,ST,,,3/5/20,,,2.5,100,-0.0211,
7/28/19,1059,61-6,8,100,ST,,,3/5/20,,,2.5,100,-0.0211,
7/28/19,1060,61-6,9,50,ST,,,3/5/20,,,2.5,100,0.47927,
7/28/19,1061,61-6,10,50,ST,,,3/5/20,,,2.5,100,0.47927,
7/28/19,1062,61-6,sfc,sfc,,,,3/5/20,pellet,,2.5,100,0.19939,
7/28/19,1063,61-6,sfc,sfc,,,,3/5/20,pellet,,2.5,100,0.19939,
7/28/19,1064,61-7,1,500,,,,3/5/20,,,2.5,100,-7.74E-04,
7/28/19,1065,61-7,2,500,,,,3/5/20,,,2.5,100,-7.74E-04,
7/28/19,1066,61-7,3,300,,,,3/9/20,,,2.5,100,-0.0091,
7/28/19,1067,61-7,4,300,,,,3/9/20,,,2.5,100,-0.0091,
7/28/19,1068,61-7,5,150,,,,3/9/20,,,2.5,100,-0.0193,
7/28/19,1069,61-7,6,150,ST,,,3/9/20,,,2.5,100,-0.0193,
7/28/19,1070,61-7,7,100,ST,,,3/9/20,pellet,,2.5,100,0.03689,
7/28/19,1071,61-7,8,100,ST,,,3/9/20,pellet,,2.5,100,0.03689,
7/28/19,1072,61-7,9,50,ST,,,3/9/20,pellet,,2.5,100,0.56119,
7/28/19,1073,61-7,10,50,ST,,,3/9/20,pellet,,2.5,100,0.56119,
7/28/19,1074,61-7,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,0.15707,
7/28/19,1075,61-7,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,0.15707,
7/29/19,1076,-,-,-,"Evap DI water, ~2L",,Evap.DI,3/9/20,,,2,100,,
7/29/19,1077,65-7,1,500,Green and brown particulate matter on filter after filtering,,,3/9/20,,,2.5,100,0.00264,
7/29/19,1078,65-7,2,500,,,,3/9/20,,,2.5,100,0.00264,
7/29/19,1079,65-7,3,300,,,,3/9/20,,,2.5,100,-0.005,
7/29/19,1080,65-7,4,300,,,,3/9/20,,,2.5,100,-0.005,
7/29/19,1081,65-7,5,150,,,,3/9/20,,,2.5,100,-0.0217,
7/29/19,1082,65-7,6,150,,,,3/9/20,,,2.5,100,-0.0217,
7/29/19,1083,65-7,7,100,ST,,,3/9/20,,,2.5,100,0.24614,
7/29/19,1084,65-7,8,100,ST,,,3/9/20,,,2.5,100,0.24614,
7/29/19,1085,65-7,9,50,ST,,,3/9/20,,,2.5,100,0.38131,
7/29/19,1086,65-7,10,50,ST,,,3/9/20,,,2.5,100,0.38131,
7/29/19,1087,65-7,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,1.0399,
7/29/19,1088,65-7,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,1.0399,
7/29/19,1089,65-4,1,490,,,,3/9/20,,,2.5,100,-0.0024,
7/29/19,1090,65-4,2,490,,,,3/9/20,,,2.5,100,-0.0024,
7/29/19,1091,65-4,3,300,,,,3/9/20,,,2.5,100,-0.0035,
7/29/19,1092,65-4,4,300,,,,3/9/20,,,2.5,100,-0.0035,
7/29/19,1093,65-4,5,150,,,,3/9/20,,,2.5,100,-0.0233,
7/29/19,1094,65-4,6,150,,,,3/9/20,,,2.5,100,-0.0233,
7/29/19,1095,65-4,7,100,ST,,,3/9/20,,,2.5,100,0.00529,
7/29/19,1096,65-4,8,100,ST,,,3/9/20,,,2.5,100,0.00529,
7/29/19,1097,65-4,9,50,ST,,,3/9/20,pellet ++,,2.5,100,0.65637,
7/29/19,1098,65-4,10,50,ST,,,3/9/20,pellet ++,,2.5,100,0.65637,
7/29/19,1099,65-4,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,0.47433,
7/29/19,1100,65-4,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,0.47433,
7/29/19,1101,65-3,1,285,,,,3/9/20,,,2.5,100,-0.0022,
7/29/19,1102,65-3,2,285,,,,3/9/20,,,2.5,100,-0.0022,
7/29/19,1103,65-3,3,150,,,,3/9/20,,,2.5,100,-0.0178,
7/29/19,1104,65-3,4,150,,,,3/9/20,,,2.5,100,-0.0178,
7/29/19,1105,65-3,5,100,,,,3/9/20,,,2.5,100,-0.0214,
7/29/19,1106,65-3,6,100,ST,,,3/9/20,,,2.5,100,-0.0214,
7/29/19,1107,65-3,7,50,ST,,,3/9/20,,,2.5,100,0.15292,
7/29/19,1108,65-3,8,50,ST,,,3/9/20,,,2.5,100,0.15292,
7/29/19,1109,65-3,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,0.70701,
7/29/19,1110,65-3,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,0.70701,
7/29/19,1111,65-2,1,134,,,,3/9/20,,,2.5,100,0.009,
7/29/19,1112,65-2,2,134,,,,3/9/20,,,2.5,100,0.009,
7/29/19,1113,65-2,3,100,,,,3/9/20,,,2.5,100,-0.0154,
7/29/19,1114,65-2,4,100,,,,3/9/20,,,2.5,100,-0.0154,
7/29/19,1115,65-2,5,50,ST,,,3/9/20,,,2.5,100,0.01952,
7/29/19,1116,65-2,6,50,ST,,,3/9/20,,,2.5,100,0.01952,
7/29/19,1117,65-2,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,1.17814,
7/29/19,1118,65-2,sfc,sfc,,,,3/9/20,pellet ++,,2.5,100,1.17814,
7/29/19,1119,65-1,1,40,,,,3/9/20,,,2.5,100,0.06954,
7/29/19,1120,65-1,2,40,,,,3/9/20,,,2.5,100,0.06954,
7/29/19,1121,65-1,3,25,ST,,,3/9/20,,,2.5,100,0.01683,
7/29/19,1122,65-1,4,25,ST,,,3/9/20,,,2.5,100,0.01683,
7/29/19,1123,65-1,sfc,sfc,,,,3/9/20,brown color - pellet ++,,2.5,100,15.3925,
7/29/19,1124,65-1,sfc,sfc,,,,3/9/20,brown color - pellet ++,,2.5,100,15.3925,
7/30/19,1125,66-1,1,44,ST,,,3/9/20,brown color - pellet ++,,2.5,100,1.85738,
7/30/19,1126,66-1,2,44,,,,3/9/20,brown color - pellet ++,,2.5,100,1.85738,
7/30/19,1127,66-1,3,25,,,,3/9/20,brown color - pellet ++,,2.5,100,6.1153,
7/30/19,1128,66-1,4,25,,,,3/9/20,brown color - pellet ++,,2.5,100,6.1153,
7/30/19,1129,66-1,sfc,sfc,,,,3/9/20,brown color - pellet ++,,2.5,100,6.11786,
7/30/19,1130,66-1,sfc,sfc,,,,3/9/20,brown color - pellet ++,,2.5,100,6.11786,
7/30/19,1131,-,-,-,"Evap DI water, ~2L; Dropped filter on bench",Y,Evap.DI,3/9/20,,,2,100,,
7/30/19,1132,66-2,1,300,,,,3/9/20,,,2.5,100,-0.0058,
7/30/19,1133,66-2,2,300,,,,3/9/20,,,2.5,100,-0.0058,
7/30/19,1134,66-2,3,150,,,,3/9/20,,,2.5,100,-0.0112,
7/30/19,1135,66-2,4,150,,,,3/9/20,,,2.5,100,-0.0112,
7/30/19,1136,66-2,5,100,ST,,,3/9/20,,,2.5,100,-0.0114,
7/30/19,1137,66-2,6,100,ST,,,3/10/20,pellet,,2.5,100,-0.0114,
7/30/19,1138,66-2,7,50,ST,,,3/10/20,pellet,,2.5,100,0.39938,
7/30/19,1139,66-2,8,50,ST,,,3/10/20,pellet ++,,2.5,100,0.39938,
7/30/19,1140,66-2,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,1.03957,
7/30/19,1141,66-2,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,1.03957,
7/30/19,1142,-,-,-,"Evap DI water, ~2L",,Evap.DI,3/10/20,,,2,100,,
7/30/19,1143,66-3,1,500,,,,3/10/20,,,2.5,100,0.003,
7/30/19,1144,66-3,2,500,,,,3/10/20,,,2.5,100,0.003,
7/30/19,1145,66-3,3,300,,,,3/10/20,,,2.5,100,-0.0082,
7/30/19,1146,66-3,4,300,,,,3/10/20,,,2.5,100,-0.0082,
7/30/19,1147,66-3,5,150,,,,3/10/20,,,2.5,100,-0.025,
7/30/19,1148,66-3,6,150,,,,3/10/20,,,2.5,100,-0.025,
7/30/19,1149,66-3,7,100,ST,,,3/10/20,,,2.5,100,0.16475,
7/30/19,1150,66-3,8,100,ST,,,3/10/20,pellet,,2.5,100,0.16475,
7/30/19,1151,66-3,9,50,ST,,,3/10/20,pellet ++,,2.5,100,1.19149,
7/30/19,1152,66-3,10,50,ST,,,3/10/20,pellet ++,,2.5,100,1.19149,
7/30/19,1153,66-3,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,0.46248,
7/30/19,1154,66-3,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,0.46248,
7/30/19,1155,66-3.5,1,500,,,,3/10/20,,,2.5,100,-0.002,
7/30/19,1156,66-3.5,2,500,,,,3/10/20,,,2.5,100,-0.002,
7/30/19,1157,66-3.5,3,300,,,,3/10/20,,,2.5,100,-0.01,
7/30/19,1158,66-3.5,4,300,,,,3/10/20,pellet,,2.5,100,-0.01,
7/30/19,1159,66-3.5,5,150,,,,3/10/20,pellet,,2.5,100,-0.0144,
7/30/19,1160,66-3.5,6,150,,,,3/10/20,,,2.5,100,-0.0144,
7/30/19,1161,66-3.5,7,100,ST,,,3/10/20,pellet,,2.5,100,0.24772,
7/30/19,1162,66-3.5,8,100,ST,,,3/10/20,pellet,,2.5,100,0.24772,
7/30/19,1163,66-3.5,9,50,ST,,,3/10/20,pellet ++,,2.5,100,0.74007,
7/30/19,1164,66-3.5,10,50,ST,,,3/10/20,pellet,,2.5,100,0.74007,
7/30/19,1165,66-3.5,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,0.32053,
7/30/19,1166,66-3.5,sfc,sfc,,,,3/10/20,pellet,,2.5,100,0.32053,
7/30/19,1167,66-4,1,500,,,,3/10/20,pellet,,2.5,100,0.00303,
7/30/19,1168,66-4,2,500,,,,3/10/20,,,2.5,100,0.00303,
7/30/19,1169,66-4,3,300,,,,3/10/20,pellet,,2.5,100,-0.0052,
7/30/19,1170,66-4,4,300,,,,3/10/20,pellet,,2.5,100,-0.0052,
7/30/19,1171,66-4,5,150,,,,3/10/20,pellet,,2.5,100,-0.0244,
7/30/19,1172,66-4,6,150,,,,3/10/20,,,2.5,100,-0.0244,
7/30/19,1173,66-4,7,100,ST,,,3/10/20,,,2.5,100,0.3435,
7/30/19,1174,66-4,8,100,ST,,,3/10/20,,,2.5,100,0.3435,
7/30/19,1175,66-4,9,50,ST,,,3/10/20,pellet ++,,2.5,100,0.62292,
7/30/19,1176,66-4,10,50,ST,,,3/10/20,pellet ++,,2.5,100,0.62292,
7/30/19,1177,66-4,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,0.42552,
7/30/19,1178,66-4,sfc,sfc,,,,3/10/20,pellet ++,,2.5,100,0.42552,
7/30/19,1179,65-6,1,500,,,,3/10/20,,,2.5,100,-0.0039,
7/30/19,1180,65-6,2,500,,,,3/10/20,,,2.5,100,-0.0039,
7/30/19,1181,65-6,3,300,,,,3/10/20,,,2.5,100,-0.0056,
