qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul,lamprey_Ct,lamprey_copies_ul,eulachon_Ct,eulachon_copies_ul
H21_08,M1,E01,gBlocks,STANDARD,26.708,-0.032,,,,32.102,10.00,30.49,10.00,32.11,10.00
H21_08,M2,E01,gBlocks,STANDARD,26.736,-0.004,,,,31.668,10.00,30.67,10.00,32.56,10.00
H21_08,M3,E01,gBlocks,STANDARD,26.661,-0.079,,,,31.986,10.00,30.20,10.00,32.33,10.00
H21_08,N1,5,gBlocks,STANDARD,26.748,0.008,,,,33.36,5.00,31.88,5.00,33.88,5.00
H21_08,N2,5,gBlocks,STANDARD,26.929,0.189,,,,34.326,5.00,32.02,5.00,33.83,5.00
H21_08,N3,5,gBlocks,STANDARD,26.705,-0.035,,,,32.666,5.00,31.49,5.00,33.63,5.00
H21_08,O1,E00,gBlocks,STANDARD,26.844,0.104,,,,35.869,1.00,33.80,1.00,36.32,1.00
H21_08,O2,E00,gBlocks,STANDARD,26.691,-0.049,,,,34.314,1.00,33.64,1.00,36.56,1.00
H21_08,O3,E00,gBlocks,STANDARD,26.732,-0.008,,,,35.935,1.00,33.52,1.00,35.40,1.00
H21_08,P1,E00,gBlocks,STANDARD,26.865,0.125,,,,35.551,1.00,33.82,1.00,36.82,1.00
H21_08,P2,E00,gBlocks,STANDARD,26.808,0.068,,,,34.612,1.00,34.39,1.00,Undetermined,1.00
H21_08,P3,E00,gBlocks,STANDARD,26.694,-0.046,,,,35.936,1.00,33.18,1.00,35.70,1.00
H21_08_09,I1,E05,gBlocks,UNKNOWN,37.698,10.869,Y,,,19.037,100000.00,17.87,100000.00,19.34,100000.00
H21_08_09,I2,E05,gBlocks,UNKNOWN,36.549,9.72,Y,,,19.133,100000.00,17.91,100000.00,19.35,100000.00
H21_08_09,I3,E05,gBlocks,UNKNOWN,34.915,8.086,Y,,,19.128,100000.00,17.92,100000.00,19.36,100000.00
H21_08_09,J1,E04,gBlocks,UNKNOWN,27.762,0.933,Y,,,22.189,10000.00,20.95,10000.00,22.49,10000.00
H21_08_09,J2,E04,gBlocks,UNKNOWN,28.295,1.466,Y,,,22.295,10000.00,20.99,10000.00,22.62,10000.00
H21_08_09,J3,E04,gBlocks,UNKNOWN,27.621,0.792,Y,,,22.273,10000.00,20.95,10000.00,22.55,10000.00
H21_08_09,K1,E03,gBlocks,UNKNOWN,26.912,0.083,,,,25.577,1000.00,24.33,1000.00,26.00,1000.00
H21_08_09,K2,E03,gBlocks,UNKNOWN,26.86,0.031,,,,25.498,1000.00,24.14,1000.00,25.79,1000.00
H21_08_09,K3,E03,gBlocks,UNKNOWN,26.874,0.045,,,,25.711,1000.00,24.35,1000.00,26.01,1000.00
H21_08_09,L1,E02,gBlocks,UNKNOWN,26.798,-0.031,,,,28.831,100.00,27.34,100.00,29.16,100.00
H21_08_09,L2,E02,gBlocks,UNKNOWN,26.925,0.096,,,,28.689,100.00,27.43,100.00,29.07,100.00
H21_08_09,L3,E02,gBlocks,UNKNOWN,26.772,-0.057,,,,28.893,100.00,27.44,100.00,29.07,100.00
H21_08_09,M1,E01,gBlocks,UNKNOWN,26.904,0.075,,,,32.032,10.00,30.80,10.00,32.78,10.00
H21_08_09,M2,E01,gBlocks,UNKNOWN,26.968,0.139,,,,32.683,10.00,30.54,10.00,33.39,10.00
H21_08_09,M3,E01,gBlocks,UNKNOWN,26.845,0.016,,,,32.829,10.00,30.44,10.00,32.83,10.00
H21_08_09,N1,5,gBlocks,UNKNOWN,26.77,-0.059,,,,33.108,5.00,31.62,5.00,33.18,5.00
H21_08_09,N2,5,gBlocks,UNKNOWN,26.929,0.1,,,,32.705,5.00,31.66,5.00,33.35,5.00
H21_08_09,N3,5,gBlocks,UNKNOWN,26.963,0.134,,,,32.972,5.00,31.52,5.00,33.40,5.00
H21_08_09,O1,E00,gBlocks,UNKNOWN,26.895,0.066,,,,34.612,1.00,34.12,1.00,36.66,1.00
H21_08_09,O2,E00,gBlocks,UNKNOWN,26.876,0.047,,,,35.423,1.00,33.01,1.00,36.60,1.00
H21_08_09,O3,E00,gBlocks,UNKNOWN,26.948,0.119,,,,36.538,1.00,33.69,1.00,35.59,1.00
H21_08_09,P1,E00,gBlocks,UNKNOWN,26.812,-0.017,,,,35.957,1.00,34.22,1.00,37.15,1.00
H21_08_09,P2,E00,gBlocks,UNKNOWN,26.811,-0.018,,,,36.575,1.00,33.14,1.00,35.45,1.00
H21_08_09,P3,E00,gBlocks,UNKNOWN,26.765,-0.064,,,,34.837,1.00,33.64,1.00,35.58,1.00
H21_D_A,I1,E05,gBlocks,STANDARD,40.188,13.652,,,,18.614,100000.00,17.60,100000.00,18.92,100000.00
H21_D_A,I2,E05,gBlocks,STANDARD,37.939,11.403,,,,18.71,100000.00,17.70,100000.00,18.97,100000.00
H21_D_A,I3,E05,gBlocks,STANDARD,36.19,9.654,,,,18.947,100000.00,17.87,100000.00,19.18,100000.00
H21_D_A,J1,E04,gBlocks,STANDARD,28.233,1.697,,,,21.869,10000.00,20.80,10000.00,22.20,10000.00
H21_D_A,J2,E04,gBlocks,STANDARD,28.404,1.868,,,,21.987,10000.00,20.99,10000.00,22.33,10000.00
H21_D_A,J3,E04,gBlocks,STANDARD,27.623,1.087,,,,22.11,10000.00,20.96,10000.00,22.41,10000.00
H21_D_A,K1,E03,gBlocks,STANDARD,27.063,0.527,,,,25.228,1000.00,24.12,1000.00,25.51,1000.00
H21_D_A,K2,E03,gBlocks,STANDARD,26.793,0.257,,,,25.281,1000.00,24.20,1000.00,25.69,1000.00
H21_D_A,K3,E03,gBlocks,STANDARD,26.858,0.322,,,,25.44,1000.00,24.24,1000.00,25.76,1000.00
H21_D_A,L1,E02,gBlocks,STANDARD,26.636,0.1,,,,28.067,100.00,27.13,100.00,28.75,100.00
H21_D_A,L2,E02,gBlocks,STANDARD,26.957,0.421,,,,28.431,100.00,27.39,100.00,28.96,100.00
H21_D_A,L3,E02,gBlocks,STANDARD,26.832,0.296,,,,28.75,100.00,27.40,100.00,29.20,100.00
H21_D_A,M1,E01,gBlocks,STANDARD,26.837,0.301,,,,31.393,10.00,30.63,10.00,32.23,10.00
H21_D_A,M2,E01,gBlocks,STANDARD,26.76,0.224,,,,31.397,10.00,30.62,10.00,32.64,10.00
H21_D_A,M3,E01,gBlocks,STANDARD,26.865,0.329,,,,31.806,10.00,30.21,10.00,32.80,10.00
H21_D_A,N1,5,gBlocks,STANDARD,26.874,0.338,,,,32.155,5.00,31.34,5.00,33.65,5.00
H21_D_A,N2,5,gBlocks,STANDARD,26.925,0.389,,,,32.969,5.00,31.08,5.00,34.04,5.00
H21_D_A,N3,5,gBlocks,STANDARD,26.716,0.18,,,,32.725,5.00,31.83,5.00,33.45,5.00
H21_D_A,O1,E00,gBlocks,STANDARD,26.732,0.196,,,,33.957,1.00,33.44,1.00,35.25,1.00
H21_D_A,O2,E00,gBlocks,STANDARD,26.771,0.235,,,,35.481,1.00,33.63,1.00,35.07,1.00
H21_D_A,O3,E00,gBlocks,STANDARD,26.747,0.211,,,,Undetermined,1.00,33.50,1.00,36.53,1.00
H21_D_A,P1,E00,gBlocks,STANDARD,26.692,0.156,,,,34.871,1.00,33.47,1.00,35.91,1.00
H21_D_A,P2,E00,gBlocks,STANDARD,26.717,0.181,,,,34.997,1.00,34.08,1.00,35.41,1.00
H21_D_A,P3,E00,gBlocks,STANDARD,26.709,0.173,,,,34.48,1.00,33.68,1.00,35.25,1.00
H21_6b,I1,E05,gBlocks,STANDARD,37.819,11.138,,,,19.247,100000.00,18.00,100000.00,19.34,100000.00
H21_6b,I2,E05,gBlocks,STANDARD,36.047,9.366,,,,19.401,100000.00,18.06,100000.00,19.44,100000.00
H21_6b,I3,E05,gBlocks,STANDARD,35.077,8.396,,,,19.612,100000.00,18.23,100000.00,19.63,100000.00
H21_6b,J1,E04,gBlocks,STANDARD,28.078,1.397,,,,22.588,10000.00,21.24,10000.00,22.71,10000.00
H21_6b,J2,E04,gBlocks,STANDARD,27.945,1.264,,,,22.8,10000.00,21.44,10000.00,22.87,10000.00
H21_6b,J3,E04,gBlocks,STANDARD,27.406,0.725,,,,22.976,10000.00,21.62,10000.00,23.10,10000.00
H21_6b,K1,E03,gBlocks,STANDARD,27.007,0.326,,,,26.015,1000.00,24.67,1000.00,26.17,1000.00
H21_6b,K2,E03,gBlocks,STANDARD,26.822,0.141,,,,26.006,1000.00,24.69,1000.00,26.03,1000.00
H21_6b,K3,E03,gBlocks,STANDARD,26.769,0.088,,,,26.417,1000.00,24.95,1000.00,26.48,1000.00
H21_6b,L1,E02,gBlocks,STANDARD,26.926,0.245,,,,29.043,100.00,27.66,100.00,29.52,100.00
H21_6b,L2,E02,gBlocks,STANDARD,26.841,0.16,,,,29.136,100.00,27.95,100.00,29.40,100.00
H21_6b,L3,E02,gBlocks,STANDARD,26.778,0.097,,,,29.786,100.00,28.09,100.00,29.65,100.00
H21_6b,M1,E01,gBlocks,STANDARD,26.898,0.217,,,,32.018,10.00,30.76,10.00,32.23,10.00
H21_6b,M2,E01,gBlocks,STANDARD,26.84,0.159,,,,32.654,10.00,31.08,10.00,32.65,10.00
H21_6b,M3,E01,gBlocks,STANDARD,26.877,0.196,,,,32.461,10.00,30.74,10.00,32.69,10.00
H21_6b,N1,5,gBlocks,STANDARD,26.902,0.221,,,,33.724,5.00,31.65,5.00,33.71,5.00
H21_6b,N2,5,gBlocks,STANDARD,27.01,0.329,,,,33.709,5.00,31.95,5.00,34.60,5.00
H21_6b,N3,5,gBlocks,STANDARD,26.916,0.235,,,,33.402,5.00,32.01,5.00,34.76,5.00
H21_6b,O1,E00,gBlocks,STANDARD,26.959,0.278,,,,35.016,1.00,34.71,1.00,37.18,1.00
H21_6b,O2,E00,gBlocks,STANDARD,26.877,0.196,,,,35.262,1.00,33.85,1.00,34.81,1.00
H21_6b,O3,E00,gBlocks,STANDARD,26.936,0.255,,,,35.771,1.00,33.76,1.00,36.77,1.00
H21_6b,P1,E00,gBlocks,STANDARD,26.729,0.048,,,,35.016,1.00,33.52,1.00,Undetermined,1.00
H21_6b,P2,E00,gBlocks,STANDARD,26.936,0.255,,,,34.522,1.00,33.31,1.00,35.95,1.00
H21_6b,P3,E00,gBlocks,STANDARD,26.843,0.162,,,,34.201,1.00,33.79,1.00,35.81,1.00
H21_08_10b,I1,E05,gBlocks,STANDARD,40.068,13.242,,,,18.853,100000.00,17.77,100000.00,19.10,100000.00
H21_08_10b,I2,E05,gBlocks,STANDARD,37.442,10.616,,,,18.881,100000.00,17.77,100000.00,19.05,100000.00
H21_08_10b,I3,E05,gBlocks,STANDARD,36.113,9.287,,,,18.989,100000.00,17.85,100000.00,19.20,100000.00
H21_08_10b,J1,E04,gBlocks,STANDARD,28.131,1.305,,,,21.962,10000.00,20.90,10000.00,22.23,10000.00
H21_08_10b,J2,E04,gBlocks,STANDARD,28.771,1.945,,,,22.17,10000.00,21.00,10000.00,22.45,10000.00
H21_08_10b,J3,E04,gBlocks,STANDARD,27.8,0.974,,,,22.211,10000.00,21.00,10000.00,22.49,10000.00
H21_08_10b,K1,E03,gBlocks,STANDARD,26.787,-0.039,,,,25.366,1000.00,24.26,1000.00,25.76,1000.00
H21_08_10b,K2,E03,gBlocks,STANDARD,26.961,0.135,,,,25.449,1000.00,24.24,1000.00,25.68,1000.00
H21_08_10b,K3,E03,gBlocks,STANDARD,26.818,-0.008,,,,25.559,1000.00,24.38,1000.00,25.97,1000.00
H21_08_10b,L1,E02,gBlocks,STANDARD,26.867,0.041,,,,28.368,100.00,27.44,100.00,28.84,100.00
H21_08_10b,L2,E02,gBlocks,STANDARD,26.961,0.135,,,,28.722,100.00,27.49,100.00,29.22,100.00
H21_08_10b,L3,E02,gBlocks,STANDARD,26.852,0.026,,,,28.86,100.00,27.57,100.00,28.91,100.00
H21_08_10b,M1,E01,gBlocks,STANDARD,26.862,0.036,,,,31.369,10.00,30.66,10.00,32.11,10.00
H21_08_10b,M2,E01,gBlocks,STANDARD,26.799,-0.027,,,,32.53,10.00,30.42,10.00,32.99,10.00
H21_08_10b,M3,E01,gBlocks,STANDARD,26.843,0.017,,,,31.305,10.00,30.70,10.00,32.21,10.00
H21_08_10b,N1,5,gBlocks,STANDARD,26.959,0.133,,,,33.142,5.00,31.46,5.00,33.09,5.00
H21_08_10b,N2,5,gBlocks,STANDARD,26.828,0.002,,,,32.552,5.00,31.72,5.00,33.03,5.00
H21_08_10b,N3,5,gBlocks,STANDARD,26.808,-0.018,,,,32.978,5.00,31.42,5.00,33.39,5.00
H21_08_10b,O1,E00,gBlocks,STANDARD,26.864,0.038,,,,35.057,1.00,34.64,1.00,36.72,1.00
H21_08_10b,O2,E00,gBlocks,STANDARD,26.802,-0.024,,,,35.012,1.00,33.73,1.00,34.83,1.00
H21_08_10b,O3,E00,gBlocks,STANDARD,26.86,0.034,,,,35.998,1.00,33.87,1.00,36.73,1.00
H21_08_10b,P1,E00,gBlocks,STANDARD,26.799,-0.027,,,,36.153,1.00,34.94,1.00,36.83,1.00
H21_08_10b,P2,E00,gBlocks,STANDARD,26.889,0.063,,,,Undetermined,1.00,34.02,1.00,35.19,1.00
H21_08_10b,P3,E00,gBlocks,STANDARD,26.678,-0.148,,,,37.09,1.00,33.96,1.00,35.84,1.00
H21_11,I1,E05,gBlocks,STANDARD,41.127,14.398,,,,18.96,100000.00,17.74,100000.00,19.02,100000.00
H21_11,I2,E05,gBlocks,STANDARD,38.093,11.364,,,,19.012,100000.00,17.81,100000.00,19.07,100000.00
H21_11,I3,E05,gBlocks,STANDARD,35.405,8.676,,,,19.208,100000.00,17.97,100000.00,19.25,100000.00
H21_11,J1,E04,gBlocks,STANDARD,28.002,1.273,,,,22.175,10000.00,20.96,10000.00,22.35,10000.00
H21_11,J2,E04,gBlocks,STANDARD,28.399,1.67,,,,22.318,10000.00,21.02,10000.00,22.44,10000.00
H21_11,J3,E04,gBlocks,STANDARD,27.717,0.988,,,,22.374,10000.00,21.02,10000.00,22.47,10000.00
H21_11,K1,E03,gBlocks,STANDARD,26.845,0.116,,,,25.436,1000.00,24.25,1000.00,25.77,1000.00
H21_11,K2,E03,gBlocks,STANDARD,26.764,0.035,,,,25.507,1000.00,24.16,1000.00,25.62,1000.00
H21_11,K3,E03,gBlocks,STANDARD,26.97,0.241,,,,25.737,1000.00,24.32,1000.00,25.83,1000.00
H21_11,L1,E02,gBlocks,STANDARD,26.91,0.181,,,,28.641,100.00,27.34,100.00,28.87,100.00
H21_11,L2,E02,gBlocks,STANDARD,26.804,0.075,,,,28.943,100.00,27.46,100.00,29.04,100.00
H21_11,L3,E02,gBlocks,STANDARD,26.908,0.179,,,,28.918,100.00,27.54,100.00,29.22,100.00
H21_11,M1,E01,gBlocks,STANDARD,26.892,0.163,,,,31.603,10.00,30.77,10.00,32.14,10.00
H21_11,M2,E01,gBlocks,STANDARD,26.791,0.062,,,,31.896,10.00,30.53,10.00,32.70,10.00
H21_11,M3,E01,gBlocks,STANDARD,26.866,0.137,,,,31.339,10.00,30.54,10.00,32.74,10.00
H21_11,N1,5,gBlocks,STANDARD,26.957,0.228,,,,33.96,5.00,31.53,5.00,33.50,5.00
H21_11,N2,5,gBlocks,STANDARD,26.879,0.15,,,,33.297,5.00,31.40,5.00,33.71,5.00
H21_11,N3,5,gBlocks,STANDARD,26.846,0.117,,,,32.572,5.00,31.46,5.00,33.97,5.00
H21_11,O1,E00,gBlocks,STANDARD,26.909,0.18,,,,35.277,1.00,33.66,1.00,35.39,1.00
H21_11,O2,E00,gBlocks,STANDARD,26.959,0.23,,,,34.525,1.00,33.65,1.00,38.38,1.00
H21_11,O3,E00,gBlocks,STANDARD,26.9,0.171,,,,35.02,1.00,33.63,1.00,36.32,1.00
H21_11,P1,E00,gBlocks,STANDARD,27.018,0.289,,,,36.817,1.00,35.03,1.00,Undetermined,1.00
H21_11,P2,E00,gBlocks,STANDARD,26.787,0.058,,,,34.708,1.00,33.11,1.00,36.11,1.00
H21_11,P3,E00,gBlocks,STANDARD,26.817,0.088,,,,35.58,1.00,34.44,1.00,36.91,1.00
H21_12b,I1,E05,gBlocks,UNKNOWN,31.481,4.784,,,,19.411,100000.00,18.30,100000.00,20.04,100000.00
H21_12b,I2,E05,gBlocks,UNKNOWN,31.99,5.293,,,,19.285,100000.00,18.20,100000.00,19.89,100000.00
H21_12b,I3,E05,gBlocks,UNKNOWN,31.982,5.285,,,,19.414,100000.00,18.30,100000.00,20.07,100000.00
H21_12b,J1,E04,gBlocks,UNKNOWN,27.59,0.893,,,,22.606,10000.00,21.44,10000.00,23.27,10000.00
H21_12b,J2,E04,gBlocks,UNKNOWN,26.929,0.232,,,,22.525,10000.00,21.40,10000.00,23.18,10000.00
H21_12b,J3,E04,gBlocks,UNKNOWN,27.147,0.45,,,,23.009,10000.00,21.84,10000.00,23.67,10000.00
H21_12b,K1,E03,gBlocks,UNKNOWN,26.379,-0.318,,,,25.756,1000.00,24.70,1000.00,26.48,1000.00
H21_12b,K2,E03,gBlocks,UNKNOWN,26.323,-0.374,,,,25.625,1000.00,24.59,1000.00,26.38,1000.00
H21_12b,K3,E03,gBlocks,UNKNOWN,26.409,-0.288,,,,26.003,1000.00,24.92,1000.00,26.70,1000.00
H21_12b,L1,E02,gBlocks,UNKNOWN,26.375,-0.322,,,,28.817,100.00,27.85,100.00,29.67,100.00
H21_12b,L2,E02,gBlocks,UNKNOWN,26.332,-0.365,,,,28.734,100.00,27.71,100.00,29.34,100.00
H21_12b,L3,E02,gBlocks,UNKNOWN,26.291,-0.406,,,,28.96,100.00,27.85,100.00,29.91,100.00
H21_12b,M1,E01,gBlocks,UNKNOWN,26.253,-0.444,,,,31.972,10.00,30.69,10.00,33.83,10.00
H21_12b,M2,E01,gBlocks,UNKNOWN,26.343,-0.354,,,,31.657,10.00,30.75,10.00,32.76,10.00
H21_12b,M3,E01,gBlocks,UNKNOWN,26.243,-0.454,,,,33.613,10.00,31.60,10.00,33.62,10.00
H21_12b,N1,5,gBlocks,UNKNOWN,26.339,-0.358,,,,32.815,5.00,32.01,5.00,34.48,5.00
H21_12b,N2,5,gBlocks,UNKNOWN,26.364,-0.333,,,,32.527,5.00,31.96,5.00,34.68,5.00
H21_12b,N3,5,gBlocks,UNKNOWN,26.26,-0.437,,,,33.453,5.00,31.50,5.00,34.44,5.00
H21_12b,O1,E00,gBlocks,UNKNOWN,26.327,-0.37,,,,34.136,1.00,32.89,1.00,Undetermined,1.00
H21_12b,O2,E00,gBlocks,UNKNOWN,26.288,-0.409,,,,35.467,1.00,33.75,1.00,35.13,1.00
H21_12b,O3,E00,gBlocks,UNKNOWN,26.458,-0.239,,,,Undetermined,1.00,34.98,1.00,34.76,1.00
H21_12b,P1,E00,gBlocks,UNKNOWN,26.313,-0.384,,,,35.328,1.00,33.21,1.00,Undetermined,1.00
H21_12b,P2,E00,gBlocks,UNKNOWN,26.489,-0.208,,,,Undetermined,1.00,34.30,1.00,35.32,1.00
H21_12b,P3,E00,gBlocks,UNKNOWN,26.265,-0.432,,,,33.387,1.00,34.44,1.00,Undetermined,1.00
H21_13b,I1,E05,gBlocks,UNKNOWN,30.707,4.444,,,,19.497,100000.00,18.44,100000.00,20.18,100000.00
H21_13b,I2,E05,gBlocks,UNKNOWN,30.9,4.637,,,,19.411,100000.00,18.35,100000.00,19.97,100000.00
H21_13b,I3,E05,gBlocks,UNKNOWN,31.347,5.084,,,,19.598,100000.00,18.41,100000.00,20.19,100000.00
H21_13b,J1,E04,gBlocks,UNKNOWN,27.427,1.164,,,,22.724,10000.00,21.64,10000.00,23.43,10000.00
H21_13b,J2,E04,gBlocks,UNKNOWN,26.824,0.561,,,,22.605,10000.00,21.45,10000.00,23.18,10000.00
H21_13b,J3,E04,gBlocks,UNKNOWN,27.233,0.97,,,,22.874,10000.00,21.71,10000.00,23.53,10000.00
H21_13b,K1,E03,gBlocks,UNKNOWN,26.318,0.055,,,,25.719,1000.00,24.69,1000.00,26.50,1000.00
H21_13b,K2,E03,gBlocks,UNKNOWN,26.313,0.05,,,,25.857,1000.00,24.78,1000.00,26.64,1000.00
H21_13b,K3,E03,gBlocks,UNKNOWN,26.471,0.208,,,,25.949,1000.00,24.84,1000.00,26.62,1000.00
H21_13b,L1,E02,gBlocks,UNKNOWN,26.323,0.06,,,,28.971,100.00,27.97,100.00,29.55,100.00
H21_13b,L2,E02,gBlocks,UNKNOWN,26.294,0.031,,,,28.728,100.00,27.69,100.00,29.33,100.00
