qPCR,well,sample,type,IPC_Ct,inhibition_rate,hake_task,hake_Ct,hake_copies_ul,lamprey_task,lamprey_Ct,lamprey_copies_ul,eulachon_task,eulachon_Ct,eulachon_copies_ul
H35,A3,E05,gBlocks,29.486,2.899,STANDARD,20.868,100000,STANDARD,19.222,100000,STANDARD,21.316,100000
H35,B1,E04,gBlocks,26.797,0.210,STANDARD,23.779,10000,STANDARD,22.185,10000,STANDARD,24.332,10000
H35,B2,E04,gBlocks,26.429,-0.158,STANDARD,23.789,10000,STANDARD,22.071,10000,STANDARD,24.309,10000
H35,B3,E04,gBlocks,26.353,-0.234,STANDARD,23.844,10000,STANDARD,22.178,10000,STANDARD,24.41,10000
H35,C1,E03,gBlocks,26.49,-0.097,STANDARD,27.204,1000,STANDARD,25.64,1000,STANDARD,27.932,1000
H35,C2,E03,gBlocks,26.307,-0.280,STANDARD,27.117,1000,STANDARD,25.346,1000,STANDARD,27.539,1000
H35,C3,E03,gBlocks,26.126,-0.461,STANDARD,27.095,1000,STANDARD,25.368,1000,STANDARD,27.566,1000
H35,D1,E02,gBlocks,26.54,-0.047,STANDARD,30.354,100,STANDARD,28.757,100,STANDARD,31.139,100
H35,D2,E02,gBlocks,26.695,0.108,STANDARD,30.577,100,STANDARD,28.741,100,STANDARD,31.153,100
H35,D3,E02,gBlocks,26.479,-0.108,STANDARD,30.463,100,STANDARD,28.543,100,UNKNOWN,30.572,163.3
H35,E1,E01,gBlocks,26.504,-0.083,STANDARD,33.691,10,STANDARD,31.543,10,STANDARD,35.252,10
H35,E2,E01,gBlocks,26.619,0.032,STANDARD,34.006,10,STANDARD,32.389,10,STANDARD,35.513,10
H35,E3,E01,gBlocks,26.592,0.005,STANDARD,Undetermined,10,STANDARD,Undetermined,10,STANDARD,35.847,10
H35,F1,5,gBlocks,26.376,-0.211,STANDARD,34.555,5,STANDARD,32.693,5,STANDARD,35.314,5
H35,F2,5,gBlocks,26.511,-0.076,STANDARD,34.86,5,STANDARD,32.87,5,STANDARD,35.259,5
H35,F3,5,gBlocks,26.474,-0.113,STANDARD,34.645,5,STANDARD,32.276,5,STANDARD,34.643,5
H35,G1,E00,gBlocks,26.477,-0.110,STANDARD,35.432,1,STANDARD,34.155,1,STANDARD,39.334,1
H35,G2,E00,gBlocks,26.606,0.019,STANDARD,38.277,1,STANDARD,34.947,1,STANDARD,Undetermined,1
H35,G3,E00,gBlocks,26.582,-0.005,STANDARD,35.968,1,STANDARD,36.402,1,STANDARD,37.153,1
H35,H1,E00,gBlocks,26.473,-0.114,STANDARD,37.685,1,STANDARD,36.734,1,UNKNOWN,35.861,4.598
H35,H2,E00,gBlocks,26.411,-0.176,STANDARD,Undetermined,1,STANDARD,34.246,1,STANDARD,Undetermined,1
H35,H3,E00,gBlocks,26.498,-0.089,STANDARD,37.44,1,STANDARD,34.838,1,STANDARD,Undetermined,1
H36,A1,E05,gBlocks,29.267,2.502,STANDARD,22.411,100000,STANDARD,21.55,100000,STANDARD,22.247,100000
H36,A2,E05,gBlocks,28.605,1.840,STANDARD,22.464,100000,STANDARD,21.485,100000,STANDARD,22.303,100000
H36,A3,E05,gBlocks,28.675,1.910,STANDARD,22.855,100000,STANDARD,21.853,100000,STANDARD,22.611,100000
H36,B1,E04,gBlocks,26.781,0.016,STANDARD,25.438,10000,STANDARD,24.435,10000,STANDARD,25.225,10000
H36,B2,E04,gBlocks,26.578,-0.187,STANDARD,25.557,10000,STANDARD,24.462,10000,STANDARD,25.332,10000
H36,B3,E04,gBlocks,26.668,-0.097,STANDARD,25.804,10000,STANDARD,24.762,10000,STANDARD,25.61,10000
H36,C1,E03,gBlocks,26.713,-0.052,STANDARD,28.942,1000,STANDARD,27.981,1000,STANDARD,28.764,1000
H36,C2,E03,gBlocks,26.622,-0.143,STANDARD,28.802,1000,STANDARD,27.494,1000,STANDARD,28.306,1000
H36,C3,E03,gBlocks,26.669,-0.096,STANDARD,29.097,1000,STANDARD,27.898,1000,STANDARD,28.769,1000
H36,D1,E02,gBlocks,26.701,-0.064,STANDARD,31.899,100,STANDARD,30.981,100,STANDARD,31.734,100
H36,D2,E02,gBlocks,26.737,-0.028,STANDARD,32.155,100,STANDARD,30.878,100,STANDARD,32.07,100
H36,D3,E02,gBlocks,26.641,-0.124,STANDARD,32.131,100,STANDARD,30.929,100,STANDARD,31.781,100
H36,E1,E01,gBlocks,26.729,-0.036,STANDARD,35.231,10,STANDARD,34.031,10,STANDARD,35.664,10
H36,E2,E01,gBlocks,26.848,0.083,STANDARD,34.828,10,STANDARD,34.127,10,STANDARD,34.526,10
H36,E3,E01,gBlocks,26.654,-0.111,STANDARD,35.625,10,STANDARD,34.696,10,STANDARD,35.168,10
H36,F1,5,gBlocks,26.782,0.017,STANDARD,35.616,5,STANDARD,34.421,5,STANDARD,36.28,5
H36,F2,5,gBlocks,26.825,0.060,STANDARD,36.366,5,STANDARD,34.92,5,STANDARD,36.083,5
H36,F3,5,gBlocks,26.763,-0.002,STANDARD,36.077,5,STANDARD,34.678,5,STANDARD,36.887,5
H36,G1,E00,gBlocks,26.795,0.030,STANDARD,Undetermined,1,UNKNOWN,40.269,0.102,STANDARD,37.678,1
H36,G2,E00,gBlocks,26.767,0.002,STANDARD,Undetermined,1,STANDARD,37.976,1,STANDARD,Undetermined,1
H36,G3,E00,gBlocks,26.615,-0.150,STANDARD,38.797,1,STANDARD,37.451,1,STANDARD,Undetermined,1
H36,H1,E00,gBlocks,26.779,0.014,STANDARD,37.911,1,STANDARD,Undetermined,1,STANDARD,38.054,1
H36,H2,E00,gBlocks,26.752,-0.013,STANDARD,38.824,1,STANDARD,36.592,1,STANDARD,Undetermined,1
H36,H3,E00,gBlocks,26.682,-0.083,STANDARD,37.019,1,STANDARD,36.915,1,UNKNOWN,36.104,4.799
H37,A1,E05,gBlocks,29.675,3.217,STANDARD,20.709,100000,STANDARD,20.164,100000,STANDARD,21.091,100000
H37,A2,E05,gBlocks,29.4,2.942,STANDARD,20.54,100000,STANDARD,19.965,100000,STANDARD,20.95,100000
H37,A3,E05,gBlocks,29.337,2.879,STANDARD,20.693,100000,STANDARD,20.073,100000,STANDARD,21.045,100000
H37,B1,E04,gBlocks,26.639,0.181,STANDARD,23.633,10000,STANDARD,22.996,10000,STANDARD,24.022,10000
H37,B2,E04,gBlocks,26.469,0.011,STANDARD,23.736,10000,STANDARD,23.025,10000,STANDARD,24.087,10000
H37,B3,E04,gBlocks,26.344,-0.114,STANDARD,23.610,10000,STANDARD,22.979,10000,STANDARD,24.024,10000
H37,C1,E03,gBlocks,26.547,0.089,STANDARD,27.227,1000,STANDARD,26.636,1000,STANDARD,27.734,1000
H37,C2,E03,gBlocks,26.267,-0.191,STANDARD,27.044,1000,STANDARD,26.328,1000,STANDARD,27.291,1000
H37,C3,E03,gBlocks,26.277,-0.181,STANDARD,27.07,1000,STANDARD,26.334,1000,STANDARD,27.343,1000
H37,D1,E02,gBlocks,26.46,0.002,STANDARD,30.316,100,STANDARD,29.695,100,STANDARD,30.91,100
H37,D2,E02,gBlocks,26.454,-0.004,STANDARD,30.287,100,STANDARD,29.522,100,STANDARD,30.487,100
H37,D3,E02,gBlocks,26.498,0.040,STANDARD,30.248,100,STANDARD,29.262,100,STANDARD,30.421,100
H37,E1,E01,gBlocks,26.439,-0.019,STANDARD,33.960,10,STANDARD,33.12,10,STANDARD,34.13,10
H37,E2,E01,gBlocks,26.592,0.134,STANDARD,34.151,10,STANDARD,33.014,10,STANDARD,33.976,10
H37,E3,E01,gBlocks,26.618,0.160,STANDARD,33.849,10,STANDARD,32.15,10,STANDARD,33.807,10
H37,F1,5,gBlocks,26.532,0.074,STANDARD,34.008,5,STANDARD,34.082,5,STANDARD,34.968,5
H37,F2,5,gBlocks,26.495,0.037,UNKNOWN,37.029,0.703,STANDARD,33.195,5,STANDARD,34.828,5
H37,F3,5,gBlocks,26.497,0.039,STANDARD,35.830,5,STANDARD,33.662,5,STANDARD,34.757,5
H37,G1,E00,gBlocks,26.564,0.106,STANDARD,Undetermined,1,STANDARD,35.385,1,STANDARD,37.346,1
H37,G2,E00,gBlocks,26.492,0.034,STANDARD,35.748,1,STANDARD,34.59,1,STANDARD,Undetermined,1
H37,G3,E00,gBlocks,26.486,0.028,STANDARD,35.414,1,STANDARD,35.994,1,STANDARD,37.251,1
H37,H1,E00,gBlocks,26.481,0.023,STANDARD,35.716,1,STANDARD,36.396,1,STANDARD,Undetermined,1
H37,H2,E00,gBlocks,26.517,0.059,STANDARD,36.749,1,STANDARD,37.454,1,STANDARD,36.352,1
H37,H3,E00,gBlocks,26.441,-0.017,STANDARD,Undetermined,1,STANDARD,35.322,1,STANDARD,37.85,1
H38,A1,E05,gBlocks,28.467,1.993,STANDARD,21.445,100000,STANDARD,20.961,100000,STANDARD,22.223,100000
H38,A2,E05,gBlocks,27.773,1.299,STANDARD,21.219,100000,STANDARD,20.683,100000,STANDARD,22.023,100000
H38,A3,E05,gBlocks,28.743,2.269,STANDARD,20.947,100000,STANDARD,20.437,100000,STANDARD,21.731,100000
H38,B1,E04,gBlocks,26.378,-0.096,STANDARD,24.441,10000,STANDARD,23.862,10000,STANDARD,25.203,10000
H38,B2,E04,gBlocks,26.443,-0.031,STANDARD,24.461,10000,STANDARD,23.873,10000,STANDARD,25.306,10000
H38,B3,E04,gBlocks,26.479,0.005,STANDARD,24.052,10000,STANDARD,23.546,10000,STANDARD,24.961,10000
H38,C1,E03,gBlocks,26.563,0.089,STANDARD,27.809,1000,STANDARD,27.254,1000,STANDARD,28.882,1000
H38,C2,E03,gBlocks,26.46,-0.014,STANDARD,27.958,1000,STANDARD,27.202,1000,STANDARD,28.621,1000
H38,C3,E03,gBlocks,26.444,-0.030,STANDARD,27.52,1000,STANDARD,26.884,1000,STANDARD,28.32,1000
H38,D1,E02,gBlocks,26.452,-0.022,STANDARD,30.495,100,STANDARD,30.226,100,STANDARD,32.076,100
H38,D2,E02,gBlocks,26.518,0.044,STANDARD,31.190,100,STANDARD,30.125,100,STANDARD,31.648,100
H38,D3,E02,gBlocks,26.572,0.098,STANDARD,30.738,100,STANDARD,29.859,100,STANDARD,31.06,100
H38,E1,E01,gBlocks,26.55,0.076,STANDARD,34.584,10,STANDARD,33.368,10,STANDARD,35.746,10
H38,E2,E01,gBlocks,26.518,0.044,STANDARD,33.780,10,STANDARD,33.565,10,STANDARD,36.045,10
H38,E3,E01,gBlocks,26.55,0.076,STANDARD,33.951,10,STANDARD,32.902,10,UNKNOWN,33.477,28.976
H38,F1,5,gBlocks,26.62,0.146,STANDARD,35.970,5,STANDARD,34.647,5,STANDARD,36.294,5
H38,F2,5,gBlocks,26.606,0.132,STANDARD,34.410,5,STANDARD,34.326,5,STANDARD,34.803,5
H38,F3,5,gBlocks,26.62,0.146,STANDARD,35.145,5,STANDARD,33.917,5,STANDARD,37.073,5
H38,G1,E00,gBlocks,26.608,0.134,STANDARD,Undetermined,1,STANDARD,37.645,1,STANDARD,37.152,1
H38,G2,E00,gBlocks,26.604,0.130,STANDARD,36.735,1,STANDARD,36.669,1,STANDARD,38.507,1
H38,G3,E00,gBlocks,26.601,0.127,STANDARD,Undetermined,1,STANDARD,36.039,1,STANDARD,38.533,1
H38,H1,E00,gBlocks,26.491,0.017,STANDARD,36.879,1,STANDARD,36.097,1,STANDARD,37.921,1
H38,H2,E00,gBlocks,26.679,0.205,STANDARD,36.717,1,STANDARD,Undetermined,1,STANDARD,37.34,1
H38,H3,E00,gBlocks,26.665,0.191,STANDARD,38.451,1,STANDARD,35.98,1,UNKNOWN,36.127,4.387
H39,A1,E05,gBlocks,28.373,1.870,STANDARD,21.574,100000,STANDARD,20.809,100000,STANDARD,22.751,100000
H39,A2,E05,gBlocks,28.751,2.248,STANDARD,21.401,100000,STANDARD,20.535,100000,STANDARD,22.566,100000
H39,A3,E05,gBlocks,29.088,2.585,STANDARD,21.687,100000,STANDARD,20.808,100000,STANDARD,22.769,100000
H39,B1,E04,gBlocks,26.46,-0.043,STANDARD,24.618,10000,STANDARD,23.748,10000,STANDARD,25.803,10000
H39,B2,E04,gBlocks,26.476,-0.027,STANDARD,24.664,10000,STANDARD,23.703,10000,STANDARD,25.807,10000
H39,B3,E04,gBlocks,26.438,-0.065,STANDARD,24.810,10000,STANDARD,23.972,10000,STANDARD,25.978,10000
H39,C1,E03,gBlocks,26.511,0.008,STANDARD,28.157,1000,STANDARD,27.32,1000,STANDARD,29.434,1000
H39,C2,E03,gBlocks,26.412,-0.091,STANDARD,27.962,1000,STANDARD,27.048,1000,STANDARD,29.085,1000
H39,C3,E03,gBlocks,26.568,0.065,STANDARD,28.468,1000,STANDARD,27.293,1000,STANDARD,29.518,1000
H39,D1,E02,gBlocks,26.624,0.121,STANDARD,30.787,100,STANDARD,30.062,100,STANDARD,32.31,100
H39,D2,E02,gBlocks,26.444,-0.059,STANDARD,30.958,100,STANDARD,29.825,100,STANDARD,31.794,100
H39,D3,E02,gBlocks,26.304,-0.199,STANDARD,30.797,100,STANDARD,29.668,100,STANDARD,31.579,100
H39,E1,E01,gBlocks,26.493,-0.010,STANDARD,34.529,10,STANDARD,33.614,10,STANDARD,36.394,4.185
H39,E2,E01,gBlocks,26.581,0.078,STANDARD,34.602,10,STANDARD,33.228,10,STANDARD,35.458,10
H39,E3,E01,gBlocks,26.66,0.157,STANDARD,34.719,10,STANDARD,33.026,10,STANDARD,36.192,10
H39,F1,5,gBlocks,26.502,-0.001,STANDARD,35.918,5,STANDARD,34.133,5,STANDARD,36.921,5
H39,F2,5,gBlocks,26.582,0.079,STANDARD,36.193,5,STANDARD,34.257,5,STANDARD,36.963,5
H39,F3,5,gBlocks,26.52,0.017,STANDARD,35.514,5,STANDARD,35.353,5,STANDARD,35.705,5
H39,G1,E00,gBlocks,26.472,-0.031,STANDARD,Undetermined,1,STANDARD,35.953,1,STANDARD,Undetermined,1
H39,G2,E00,gBlocks,26.602,0.099,STANDARD,Undetermined,1,STANDARD,37.952,1,UNKNOWN,35.83,6.369
H39,G3,E00,gBlocks,26.616,0.113,STANDARD,Undetermined,1,STANDARD,Undetermined,1,STANDARD,Undetermined,1
H39,H1,E00,gBlocks,26.621,0.118,STANDARD,36.977,1,STANDARD,36.868,1,STANDARD,Undetermined,1
H39,H2,E00,gBlocks,26.458,-0.045,STANDARD,Undetermined,1,STANDARD,35.591,1,STANDARD,Undetermined,1
H39,H3,E00,gBlocks,26.605,0.102,STANDARD,Undetermined,1,STANDARD,36.222,1,STANDARD,36.494,1
