qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul,lamprey_Ct,lamprey_copies_ul,eulachon_Ct,eulachon_copies_ul,hake.confirmed,lamprey.confirmed,eulachon.confirmed
H37,P1,1275,unknowns,UNKNOWN,26.161,-0.297,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H37,P2,1275,unknowns,UNKNOWN,26.05,-0.408,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H37,P3,1275,unknowns,UNKNOWN,26.338,-0.120,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H37,P4,1302,unknowns,UNKNOWN,26.29,-0.168,,,0.10,33.028,12.902,Undetermined,,Undetermined,,,,
H37,P5,1302,unknowns,UNKNOWN,26.416,-0.042,,,0.10,33.268,10.833,Undetermined,,Undetermined,,,,
H37,P6,1302,unknowns,UNKNOWN,26.377,-0.081,,,0.10,32.512,18.776,Undetermined,,Undetermined,,,,
H37,P7,1330,unknowns,UNKNOWN,26.413,-0.045,,,0.10,36.666,0.915,Undetermined,,Undetermined,,,,
H37,P8,1330,unknowns,UNKNOWN,26.409,-0.049,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H37,P9,1330,unknowns,UNKNOWN,26.37,-0.088,,,0.10,37.888,0.376,Undetermined,,Undetermined,,,,
H37,P10,1379,unknowns,UNKNOWN,26.572,0.114,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H37,P11,1379,unknowns,UNKNOWN,26.548,0.090,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H37,P12,1379,unknowns,UNKNOWN,26.522,0.064,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H37,P13,1403,unknowns,UNKNOWN,26.674,0.216,,,0.10,40.329,0.064,Undetermined,,29.936,168.208,,,
H37,P14,1403,unknowns,UNKNOWN,26.489,0.031,,,0.10,35.584,2.011,Undetermined,,29.774,188.625,,,
H37,P15,1403,unknowns,UNKNOWN,26.52,0.062,,,0.10,34.996,3.082,Undetermined,,29.21,281.49,,,
H37,P16,1461,unknowns,UNKNOWN,26.217,-0.241,,,0.10,Undetermined,,Undetermined,,35.353,3.616,,,
H37,P17,1461,unknowns,UNKNOWN,26.377,-0.081,,,0.10,Undetermined,,Undetermined,,35.856,2.531,,,
H37,P18,1461,unknowns,UNKNOWN,26.322,-0.136,,,0.10,Undetermined,,Undetermined,,34.715,5.68,,,
H37,P19,177,unknowns,UNKNOWN,27.087,0.629,NO,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H37,P20,177,unknowns,UNKNOWN,28.17,1.712,NO,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H37,P21,177,unknowns,UNKNOWN,29.373,2.915,NO,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H37,P22,276,unknowns,UNKNOWN,26.889,0.431,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H37,P23,276,unknowns,UNKNOWN,26.849,0.391,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H37,P24,276,unknowns,UNKNOWN,26.828,0.370,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,A4,1472,unknowns,UNKNOWN,26.470,-0.004,,,0.20,32.866,23.767,Undetermined,,37.097,2.199,,,
H38,A5,1472,unknowns,UNKNOWN,26.418,-0.056,,,0.20,32.568,29.412,Undetermined,,35.966,4.922,,,
H38,A6,1472,unknowns,UNKNOWN,26.622,0.148,,,0.20,32.836,24.293,Undetermined,,39.218,0.485,,,
H38,A7,1519,unknowns,UNKNOWN,26.425,-0.049,,,0.20,36.453,1.827,Undetermined,,36.81,2.697,,,
H38,A8,1519,unknowns,UNKNOWN,26.574,0.100,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,A9,1519,unknowns,UNKNOWN,26.587,0.113,,,0.20,35.495,3.626,Undetermined,,37.951,1.197,,,
H38,A10,1541,unknowns,UNKNOWN,26.602,0.128,,,0.20,36.133,2.297,Undetermined,,38.365,0.891,,,
H38,A11,1541,unknowns,UNKNOWN,26.665,0.191,,,0.20,36.123,2.314,Undetermined,,Undetermined,,,,
H38,A12,1541,unknowns,UNKNOWN,26.786,0.312,,,0.20,34.927,5.441,Undetermined,,40.529,0.191,,,
H38,A13,1612,unknowns,UNKNOWN,26.541,0.067,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,A14,1612,unknowns,UNKNOWN,26.692,0.218,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,A15,1612,unknowns,UNKNOWN,26.675,0.201,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,A16,1720,unknowns,UNKNOWN,26.717,0.243,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,A17,1720,unknowns,UNKNOWN,26.634,0.160,,,0.20,36.490,1.779,Undetermined,,Undetermined,,,,
H38,A18,1720,unknowns,UNKNOWN,26.684,0.210,,,0.20,35.769,2.980,Undetermined,,Undetermined,,,,
H38,A19,1828,unknowns,UNKNOWN,26.585,0.111,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,A20,1828,unknowns,UNKNOWN,26.667,0.193,,,0.20,38.982,0.299,Undetermined,,Undetermined,,,,
H38,A21,1828,unknowns,UNKNOWN,26.706,0.232,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,A22,430,unknowns,UNKNOWN,26.737,0.263,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,A23,430,unknowns,UNKNOWN,26.857,0.383,,YES,0.50,38.997,0.296,Undetermined,,Undetermined,,,,
H38,A24,430,unknowns,UNKNOWN,26.882,0.408,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,B4,1473,unknowns,UNKNOWN,26.478,0.004,,,0.20,33.239,18.209,Undetermined,,35.794,5.564,,,
H38,B5,1473,unknowns,UNKNOWN,26.495,0.021,,,0.20,33.618,13.887,Undetermined,,36.343,3.763,,,
H38,B6,1473,unknowns,UNKNOWN,26.702,0.228,,,0.20,32.948,22.412,Undetermined,,36.233,4.07,,,
H38,B7,1520,unknowns,UNKNOWN,26.534,0.060,,,0.20,38.207,0.521,Undetermined,,37.748,1.383,,,
H38,B8,1520,unknowns,UNKNOWN,26.677,0.203,,,0.20,Undetermined,,Undetermined,,35.882,5.226,,,
H38,B9,1520,unknowns,UNKNOWN,26.666,0.192,,,0.20,Undetermined,,Undetermined,,37.777,1.354,,,
H38,B10,1542,unknowns,UNKNOWN,26.613,0.139,,,0.20,34.076,10.007,Undetermined,,Undetermined,,,,
H38,B11,1542,unknowns,UNKNOWN,26.706,0.232,,,0.20,33.933,11.080,Undetermined,,Undetermined,,,,
H38,B12,1542,unknowns,UNKNOWN,26.729,0.255,,,0.20,33.943,11.002,Undetermined,,Undetermined,,,,
H38,B13,1656,unknowns,UNKNOWN,26.688,0.214,,,0.20,38.779,0.346,Undetermined,,Undetermined,,,,
H38,B14,1656,unknowns,UNKNOWN,26.694,0.220,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,B15,1656,unknowns,UNKNOWN,26.634,0.160,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,B16,1724,unknowns,UNKNOWN,26.634,0.160,,,0.20,35.884,2.745,Undetermined,,Undetermined,,,,
H38,B17,1724,unknowns,UNKNOWN,26.480,0.006,,,0.20,35.534,3.526,Undetermined,,Undetermined,,,,
H38,B18,1724,unknowns,UNKNOWN,26.780,0.306,,,0.20,35.623,3.309,Undetermined,,Undetermined,,,,
H38,B19,1829,unknowns,UNKNOWN,26.698,0.224,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,B20,1829,unknowns,UNKNOWN,26.621,0.147,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,B21,1829,unknowns,UNKNOWN,26.596,0.122,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,B22,441,unknowns,UNKNOWN,26.761,0.287,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,B23,441,unknowns,UNKNOWN,26.711,0.237,,YES,0.50,37.866,0.665,Undetermined,,Undetermined,,,,
H38,B24,441,unknowns,UNKNOWN,26.728,0.254,,YES,0.50,38.202,0.523,Undetermined,,Undetermined,,,,
H38,C4,1485,unknowns,UNKNOWN,26.523,0.049,,,0.20,35.585,3.399,Undetermined,,Undetermined,,,,
H38,C5,1485,unknowns,UNKNOWN,26.447,-0.027,,,0.20,35.896,2.721,Undetermined,,Undetermined,,,,
H38,C6,1485,unknowns,UNKNOWN,26.631,0.157,,,0.20,35.621,3.313,Undetermined,,40.613,0.18,,,
H38,C7,1528,unknowns,UNKNOWN,26.775,0.301,,,0.20,37.629,0.788,Undetermined,,Undetermined,,,,
H38,C8,1528,unknowns,UNKNOWN,26.639,0.165,,,0.20,37.305,0.993,Undetermined,,Undetermined,,,,
H38,C9,1528,unknowns,UNKNOWN,26.799,0.325,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,C10,1543,unknowns,UNKNOWN,26.56,0.086,,,0.20,34.425,7.792,Undetermined,,Undetermined,,,,
H38,C11,1543,unknowns,UNKNOWN,26.71,0.236,,,0.20,35.218,4.421,Undetermined,,38.248,0.969,,,
H38,C12,1543,unknowns,UNKNOWN,26.545,0.071,,,0.20,34.541,7.172,Undetermined,,Undetermined,,,,
H38,C13,1662,unknowns,UNKNOWN,26.644,0.170,,,0.20,37.234,1.045,Undetermined,,Undetermined,,,,
H38,C14,1662,unknowns,UNKNOWN,26.691,0.217,,,0.20,37.171,1.093,Undetermined,,Undetermined,,,,
H38,C15,1662,unknowns,UNKNOWN,26.739,0.265,,,0.20,39.039,0.287,Undetermined,,Undetermined,,,,
H38,C16,1727,unknowns,UNKNOWN,26.677,0.203,,,0.20,38.289,0.491,Undetermined,,Undetermined,,,,
H38,C17,1727,unknowns,UNKNOWN,26.522,0.048,,,0.20,36.492,1.777,Undetermined,,Undetermined,,,,
H38,C18,1727,unknowns,UNKNOWN,26.597,0.123,,,0.20,36.049,2.439,Undetermined,,Undetermined,,,,
H38,C19,1836,unknowns,UNKNOWN,26.699,0.225,,,0.20,35.961,2.598,Undetermined,,Undetermined,,,,
H38,C20,1836,unknowns,UNKNOWN,26.579,0.105,,,0.20,38.487,0.426,Undetermined,,Undetermined,,,,
H38,C21,1836,unknowns,UNKNOWN,26.723,0.249,,,0.20,36.708,1.522,Undetermined,,Undetermined,,,,
H38,C22,442,unknowns,UNKNOWN,26.808,0.334,,YES,0.50,38.86,0.327,Undetermined,,Undetermined,,,,
H38,C23,442,unknowns,UNKNOWN,26.9,0.426,,YES,0.50,38.35,0.47,Undetermined,,Undetermined,,,,
H38,C24,442,unknowns,UNKNOWN,26.873,0.399,,YES,0.50,40.178,0.127,Undetermined,,Undetermined,,,,
H38,D4,1486,unknowns,UNKNOWN,26.566,0.092,,,0.20,36.108,2.339,Undetermined,,Undetermined,,,,
H38,D5,1486,unknowns,UNKNOWN,26.559,0.085,,,0.20,37.006,1.230,Undetermined,,Undetermined,,,,
H38,D6,1486,unknowns,UNKNOWN,26.650,0.176,,,0.20,34.996,5.179,Undetermined,,Undetermined,,,,
H38,D7,1529,unknowns,UNKNOWN,26.658,0.184,,,0.20,36.559,1.693,Undetermined,,Undetermined,,,,
H38,D8,1529,unknowns,UNKNOWN,27.023,0.549,,,0.20,37.793,0.701,Undetermined,,Undetermined,,,,
H38,D9,1529,unknowns,UNKNOWN,26.874,0.400,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,D10,1549,unknowns,UNKNOWN,26.826,0.352,,,0.20,35.406,3.863,Undetermined,,Undetermined,,,,
H38,D11,1549,unknowns,UNKNOWN,26.776,0.302,,,0.20,34.755,6.154,Undetermined,,Undetermined,,,,
H38,D12,1549,unknowns,UNKNOWN,26.736,0.262,,,0.20,35.985,2.553,Undetermined,,Undetermined,,,,
H38,D13,1663,unknowns,UNKNOWN,26.751,0.277,,,0.20,35.753,3.014,Undetermined,,Undetermined,,,,
H38,D14,1663,unknowns,UNKNOWN,26.766,0.292,,,0.20,39.119,0.271,Undetermined,,Undetermined,,,,
H38,D15,1663,unknowns,UNKNOWN,26.766,0.292,,,0.20,37.714,0.741,Undetermined,,Undetermined,,,,
H38,D16,1735,unknowns,UNKNOWN,26.668,0.194,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,D17,1735,unknowns,UNKNOWN,26.577,0.103,,,0.20,38.507,0.420,Undetermined,,Undetermined,,,,
H38,D18,1735,unknowns,UNKNOWN,26.666,0.192,,,0.20,38.642,0.382,Undetermined,,Undetermined,,,,
H38,D19,1837,unknowns,UNKNOWN,26.805,0.331,,,0.20,38.276,0.496,Undetermined,,Undetermined,,,,
H38,D20,1837,unknowns,UNKNOWN,26.771,0.297,,,0.20,42.165,0.031,Undetermined,,Undetermined,,,,
H38,D21,1837,unknowns,UNKNOWN,26.749,0.275,,,0.20,38.376,0.462,Undetermined,,Undetermined,,,,
H38,D22,460,unknowns,UNKNOWN,27.110,0.636,NO,YES,0.50,29.653,236.720,Undetermined,,Undetermined,,,,
H38,D23,460,unknowns,UNKNOWN,27.777,1.303,NO,YES,0.50,29.941,192.622,Undetermined,,Undetermined,,,,
H38,D24,460,unknowns,UNKNOWN,27.938,1.464,NO,YES,0.50,30.056,177.436,Undetermined,,Undetermined,,,,
H38,E4,1497,unknowns,UNKNOWN,26.562,0.088,,,0.20,37.419,0.915,Undetermined,,37.888,1.252,,,
H38,E5,1497,unknowns,UNKNOWN,26.702,0.228,,,0.20,Undetermined,,Undetermined,,38.411,0.862,,,
H38,E6,1497,unknowns,UNKNOWN,26.774,0.300,,,0.20,37.348,0.963,Undetermined,,38.607,0.75,,,
H38,E7,1533,unknowns,UNKNOWN,26.666,0.192,,,0.20,35.815,2.883,Undetermined,,Undetermined,,,,
H38,E8,1533,unknowns,UNKNOWN,26.637,0.163,,,0.20,37.685,0.757,Undetermined,,Undetermined,,,,
H38,E9,1533,unknowns,UNKNOWN,26.749,0.275,,,0.20,36.396,1.904,Undetermined,,Undetermined,,,,
H38,E10,1550,unknowns,UNKNOWN,26.877,0.403,,,0.20,34.339,8.287,Undetermined,,Undetermined,,,,
H38,E11,1550,unknowns,UNKNOWN,26.964,0.490,,,0.20,34.637,6.695,Undetermined,,Undetermined,,,,
H38,E12,1550,unknowns,UNKNOWN,26.680,0.206,,,0.20,35.824,2.864,Undetermined,,39.243,0.477,,,
H38,E13,1668,unknowns,UNKNOWN,26.501,0.027,,,0.20,36.468,1.807,Undetermined,,Undetermined,,,,
H38,E14,1668,unknowns,UNKNOWN,26.915,0.441,,,0.20,35.649,3.248,Undetermined,,Undetermined,,,,
H38,E15,1668,unknowns,UNKNOWN,26.555,0.081,,,0.20,36.549,1.706,Undetermined,,Undetermined,,,,
H38,E16,1736,unknowns,UNKNOWN,26.572,0.098,,,0.20,36.552,1.702,Undetermined,,Undetermined,,,,
H38,E17,1736,unknowns,UNKNOWN,26.620,0.146,,,0.20,36.295,2.045,Undetermined,,Undetermined,,,,
H38,E18,1736,unknowns,UNKNOWN,26.692,0.218,,,0.20,35.309,4.140,Undetermined,,Undetermined,,,,
H38,E19,1843,unknowns,UNKNOWN,26.691,0.217,,,0.20,37.407,0.924,Undetermined,,Undetermined,,,,
H38,E20,1843,unknowns,UNKNOWN,26.836,0.362,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,E21,1843,unknowns,UNKNOWN,27.064,0.590,,,0.20,37.731,0.733,Undetermined,,Undetermined,,,,
H38,E22,461,unknowns,UNKNOWN,27.093,0.619,NO,YES,0.50,29.473,269.344,Undetermined,,Undetermined,,,,
H38,E23,461,unknowns,UNKNOWN,29.372,2.898,NO,YES,0.50,30.822,102.578,Undetermined,,Undetermined,,,,
H38,E24,461,unknowns,UNKNOWN,29.157,2.683,NO,YES,0.50,30.673,114.097,Undetermined,,Undetermined,,,,
H38,F4,1498,unknowns,UNKNOWN,26.519,0.045,,,0.20,36.301,2.036,Undetermined,,Undetermined,,,,
H38,F5,1498,unknowns,UNKNOWN,26.749,0.275,,,0.20,38.868,0.325,Undetermined,,Undetermined,,,,
H38,F6,1498,unknowns,UNKNOWN,26.545,0.071,,,0.20,Undetermined,,Undetermined,,38.961,0.583,,,
H38,F7,1535,unknowns,UNKNOWN,37.727,11.253,NO,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,F8,1535,unknowns,UNKNOWN,39.421,12.947,NO,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,F9,1535,unknowns,UNKNOWN,45,18.526,NO,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,F10,1561,unknowns,UNKNOWN,26.681,0.207,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,F11,1561,unknowns,UNKNOWN,26.501,0.027,,,0.20,36.635,1.604,Undetermined,,Undetermined,,,,
H38,F12,1561,unknowns,UNKNOWN,26.558,0.084,,,0.20,38.407,0.451,Undetermined,,Undetermined,,,,
H38,F13,1669,unknowns,UNKNOWN,26.422,-0.052,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,F14,1669,unknowns,UNKNOWN,26.505,0.031,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,F15,1669,unknowns,UNKNOWN,26.526,0.052,,,0.20,37.152,1.108,Undetermined,,Undetermined,,,,
H38,F16,1745,unknowns,UNKNOWN,26.606,0.132,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,F17,1745,unknowns,UNKNOWN,26.639,0.165,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,F18,1745,unknowns,UNKNOWN,26.679,0.205,,,0.20,39.485,0.209,Undetermined,,Undetermined,,,,
H38,F19,1844,unknowns,UNKNOWN,26.675,0.201,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,F20,1844,unknowns,UNKNOWN,26.695,0.221,,,0.20,36.183,2.217,Undetermined,,Undetermined,,,,
H38,F21,1844,unknowns,UNKNOWN,26.717,0.243,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,F22,462,unknowns,UNKNOWN,27.629,1.155,NO,YES,0.50,37.741,0.727,Undetermined,,Undetermined,,,,
H38,F23,462,unknowns,UNKNOWN,32.371,5.897,NO,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,F24,462,unknowns,UNKNOWN,30.631,4.157,NO,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,G4,1509,unknowns,UNKNOWN,27.171,0.697,NO,,0.20,35.488,3.643,Undetermined,,36.26,3.991,,,
H38,G5,1509,unknowns,UNKNOWN,27.179,0.705,NO,,0.20,36.565,1.686,Undetermined,,39.528,0.389,,,
H38,G6,1509,unknowns,UNKNOWN,27.214,0.740,NO,,0.20,35.768,2.983,Undetermined,,41.373,0.105,,,
H38,G7,1536,unknowns,UNKNOWN,27.265,0.791,NO,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,G8,1536,unknowns,UNKNOWN,26.768,0.294,NO,,0.20,38.363,0.466,Undetermined,,Undetermined,,,,
H38,G9,1536,unknowns,UNKNOWN,26.958,0.484,NO,,0.20,35.994,2.537,Undetermined,,Undetermined,,,,
H38,G10,1562,unknowns,UNKNOWN,26.513,0.039,,,0.20,37.706,0.745,Undetermined,,Undetermined,,,,
H38,G11,1562,unknowns,UNKNOWN,26.628,0.154,,,0.20,35.689,3.157,Undetermined,,Undetermined,,,,
H38,G12,1562,unknowns,UNKNOWN,26.791,0.317,,,0.20,38.571,0.402,Undetermined,,Undetermined,,,,
H38,G13,1670,unknowns,UNKNOWN,26.571,0.097,,,0.20,36.797,1.429,Undetermined,,Undetermined,,,,
H38,G14,1670,unknowns,UNKNOWN,26.515,0.041,,,0.20,36.815,1.410,Undetermined,,Undetermined,,,,
H38,G15,1670,unknowns,UNKNOWN,26.706,0.232,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,G16,1815,unknowns,UNKNOWN,26.561,0.087,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
