qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul,lamprey_Ct,lamprey_copies_ul,eulachon_Ct,eulachon_copies_ul,hake.confirmed,lamprey.confirmed,eulachon.confirmed
H7,I1,455,field_neg,UNKNOWN,26.581,-0.033,,,1.00,36.509,0.286,Undetermined,,Undetermined,,,,
H7,I2,455,field_neg,UNKNOWN,26.697,0.083,,,1.00,35.806,0.473,Undetermined,,Undetermined,,,,
H7,I3,455,field_neg,UNKNOWN,26.558,-0.056,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,A10,458,unknowns,UNKNOWN,26.620,0.006,,,1.00,30.135,27.166,Undetermined,,Undetermined,,,,
H7,A11,458,unknowns,UNKNOWN,26.458,-0.156,,,1.00,30.000,29.913,Undetermined,,Undetermined,,,,
H7,A12,458,unknowns,UNKNOWN,26.514,-0.100,,,1.00,30.087,28.104,Undetermined,,Undetermined,,,,
H7,B10,459,unknowns,UNKNOWN,26.661,0.047,,,1.00,31.495,10.278,Undetermined,,Undetermined,,,,
H7,B11,459,unknowns,UNKNOWN,26.643,0.029,,,1.00,31.924,7.569,Undetermined,,Undetermined,,,,
H7,B12,459,unknowns,UNKNOWN,26.594,-0.020,,,1.00,31.759,8.514,Undetermined,,Undetermined,,,,
H7,C10,460,unknowns,UNKNOWN,26.723,0.109,,,1.00,28.448,90.599,Undetermined,,Undetermined,,,,
H7,C11,460,unknowns,UNKNOWN,26.566,-0.048,,,1.00,28.679,76.814,Undetermined,,Undetermined,,,,
H7,C12,460,unknowns,UNKNOWN,26.582,-0.032,,,1.00,29.207,52.683,Undetermined,,Undetermined,,,,
H7,D10,461,unknowns,UNKNOWN,45.000,18.386,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,D11,461,unknowns,UNKNOWN,45.000,18.386,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,D12,461,unknowns,UNKNOWN,45.000,18.386,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,E10,488,unknowns,UNKNOWN,26.825,0.211,,,1.00,30.007,29.766,Undetermined,,Undetermined,,,,
H7,E11,488,unknowns,UNKNOWN,26.759,0.145,,,1.00,29.940,31.215,Undetermined,,Undetermined,,,,
H7,E12,488,unknowns,UNKNOWN,26.563,-0.051,,,1.00,29.752,35.710,Undetermined,,Undetermined,,,,
H7,F10,489,unknowns,UNKNOWN,26.745,0.131,,,1.00,32.944,3.654,Undetermined,,Undetermined,,,,
H7,F11,489,unknowns,UNKNOWN,26.736,0.122,,,1.00,32.716,4.298,Undetermined,,Undetermined,,,,
H7,F12,489,unknowns,UNKNOWN,26.694,0.080,,,1.00,33.014,3.474,Undetermined,,Undetermined,,,,
H7,G10,510,unknowns,UNKNOWN,26.591,-0.023,,,1.00,33.355,2.723,Undetermined,,Undetermined,,,,
H7,G11,510,unknowns,UNKNOWN,26.607,-0.007,,,1.00,33.976,1.748,Undetermined,,Undetermined,,,,
H7,G12,510,unknowns,UNKNOWN,26.595,-0.019,,,1.00,33.757,2.043,Undetermined,,Undetermined,,,,
H7,H10,511,unknowns,UNKNOWN,26.505,-0.109,,,1.00,29.679,37.601,Undetermined,,Undetermined,,,,
H7,H11,511,unknowns,UNKNOWN,26.653,0.039,,,1.00,30.786,17.056,Undetermined,,Undetermined,,,,
H7,H12,511,unknowns,UNKNOWN,26.601,-0.013,,,1.00,29.912,31.846,Undetermined,,Undetermined,,,,
H7,J1,778,field_neg,UNKNOWN,26.468,-0.146,,,1.00,34.345,1.343,Undetermined,,Undetermined,,,,
H7,J2,778,field_neg,UNKNOWN,26.650,0.036,,,1.00,35.017,0.831,Undetermined,,Undetermined,,,,
H7,J3,778,field_neg,UNKNOWN,26.455,-0.159,,,1.00,35.221,0.719,Undetermined,,Undetermined,,,,
H7,A13,801,unknowns,UNKNOWN,27.043,0.429,,,1.00,36.534,0.281,Undetermined,,Undetermined,,,,
H7,A14,801,unknowns,UNKNOWN,27.227,0.613,,,1.00,33.896,1.851,Undetermined,,Undetermined,,,,
H7,A15,801,unknowns,UNKNOWN,27.055,0.441,,,1.00,34.920,0.891,Undetermined,,Undetermined,,,,
H7,B13,802,unknowns,UNKNOWN,26.589,-0.025,,,1.00,33.328,2.777,Undetermined,,Undetermined,,,,
H7,B14,802,unknowns,UNKNOWN,26.640,0.026,,,1.00,32.756,4.179,Undetermined,,Undetermined,,,,
H7,B15,802,unknowns,UNKNOWN,26.580,-0.034,,,1.00,34.476,1.223,Undetermined,,Undetermined,,,,
H7,C13,847,unknowns,UNKNOWN,26.510,-0.104,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,C14,847,unknowns,UNKNOWN,26.613,-0.001,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,C15,847,unknowns,UNKNOWN,26.653,0.039,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,D13,848,unknowns,UNKNOWN,26.648,0.034,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,D14,848,unknowns,UNKNOWN,26.575,-0.039,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,D15,848,unknowns,UNKNOWN,26.564,-0.050,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,E13,849,unknowns,UNKNOWN,26.593,-0.021,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,E14,849,unknowns,UNKNOWN,26.700,0.086,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,E15,849,unknowns,UNKNOWN,26.603,-0.011,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,F13,850,unknowns,UNKNOWN,26.495,-0.119,,,1.00,37.911,0.105,Undetermined,,Undetermined,,,,
H7,F14,850,unknowns,UNKNOWN,26.577,-0.037,,,1.00,37.715,0.121,Undetermined,,Undetermined,,,,
H7,F15,850,unknowns,UNKNOWN,26.507,-0.107,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,K1,976,field_neg,UNKNOWN,26.567,-0.047,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,K2,976,field_neg,UNKNOWN,26.597,-0.017,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,K3,976,field_neg,UNKNOWN,26.673,0.059,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,G13,985,unknowns,UNKNOWN,26.248,-0.366,,,1.00,28.668,77.461,Undetermined,,Undetermined,,,,
H7,G14,985,unknowns,UNKNOWN,26.422,-0.192,,,1.00,29.066,58.268,Undetermined,,Undetermined,,,,
H7,G15,985,unknowns,UNKNOWN,26.306,-0.308,,,1.00,28.999,61.116,Undetermined,,Undetermined,,,,
H7,H13,986,unknowns,UNKNOWN,26.481,-0.133,,,1.00,28.613,80.564,Undetermined,,Undetermined,,,,
H7,H14,986,unknowns,UNKNOWN,26.560,-0.054,,,1.00,29.206,52.745,Undetermined,,Undetermined,,,,
H7,H15,986,unknowns,UNKNOWN,26.509,-0.105,,,1.00,28.729,74.134,Undetermined,,Undetermined,,,,
H7,A16,987,unknowns,UNKNOWN,26.576,-0.038,,,1.00,34.385,1.305,Undetermined,,Undetermined,,,,
H7,A17,987,unknowns,UNKNOWN,26.623,0.009,,,1.00,33.682,2.157,Undetermined,,Undetermined,,,,
H7,A18,987,unknowns,UNKNOWN,26.541,-0.073,,,1.00,35.880,0.449,Undetermined,,Undetermined,,,,
H7,B16,988,unknowns,UNKNOWN,26.576,-0.038,,,1.00,32.112,6.617,Undetermined,,Undetermined,,,,
H7,B17,988,unknowns,UNKNOWN,26.584,-0.030,,,1.00,31.016,14.474,Undetermined,,Undetermined,,,,
H7,B18,988,unknowns,UNKNOWN,26.637,0.023,,,1.00,31.935,7.509,Undetermined,,Undetermined,,,,
H7,L1,1203,field_neg,UNKNOWN,26.549,-0.065,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,L2,1203,field_neg,UNKNOWN,26.520,-0.094,,,1.00,35.599,0.549,Undetermined,,Undetermined,,,,
H7,L3,1203,field_neg,UNKNOWN,26.494,-0.120,,,1.00,36.335,0.324,Undetermined,,Undetermined,,,,
H7,M1,1204,field_neg,UNKNOWN,26.572,-0.042,,,1.00,33.957,1.771,Undetermined,,Undetermined,,,,
H7,M2,1204,field_neg,UNKNOWN,26.448,-0.166,,,1.00,33.519,2.423,Undetermined,,Undetermined,,,,
H7,M3,1204,field_neg,UNKNOWN,26.459,-0.155,,,1.00,33.384,2.667,Undetermined,,Undetermined,,,,
H7,C16,1209,unknowns,UNKNOWN,28.754,2.140,NO,,1.00,37.916,0.105,Undetermined,,Undetermined,,,,
H7,C17,1209,unknowns,UNKNOWN,31.164,4.550,NO,,1.00,38.937,0.051,Undetermined,,Undetermined,,,,
H7,C18,1209,unknowns,UNKNOWN,31.670,5.056,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,D16,1210,unknowns,UNKNOWN,26.815,0.201,,,1.00,34.224,1.464,Undetermined,,Undetermined,,,,
H7,D17,1210,unknowns,UNKNOWN,26.792,0.178,,,1.00,34.662,1.071,Undetermined,,Undetermined,,,,
H7,D18,1210,unknowns,UNKNOWN,26.741,0.127,,,1.00,34.811,0.963,Undetermined,,Undetermined,,,,
H7,E16,1225,unknowns,UNKNOWN,26.591,-0.023,,,1.00,34.558,1.154,Undetermined,,Undetermined,,,,
H7,E17,1225,unknowns,UNKNOWN,26.629,0.015,,,1.00,34.905,0.900,Undetermined,,Undetermined,,,,
H7,E18,1225,unknowns,UNKNOWN,26.601,-0.013,,,1.00,35.465,0.603,Undetermined,,Undetermined,,,,
H7,F16,1226,unknowns,UNKNOWN,26.531,-0.083,,,1.00,35.386,0.639,Undetermined,,Undetermined,,,,
H7,F17,1226,unknowns,UNKNOWN,26.617,0.003,,,1.00,35.272,0.693,Undetermined,,Undetermined,,,,
H7,F18,1226,unknowns,UNKNOWN,26.679,0.065,,,1.00,35.847,0.459,Undetermined,,Undetermined,,,,
H7,G16,1227,unknowns,UNKNOWN,26.605,-0.009,,,1.00,30.243,25.135,Undetermined,,Undetermined,,,,
H7,G17,1227,unknowns,UNKNOWN,26.778,0.164,,,1.00,30.227,25.423,Undetermined,,Undetermined,,,,
H7,G18,1227,unknowns,UNKNOWN,26.975,0.361,,,1.00,30.291,24.293,Undetermined,,Undetermined,,,,
H7,H16,1228,unknowns,UNKNOWN,26.395,-0.219,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,H17,1228,unknowns,UNKNOWN,27.102,0.488,,,1.00,34.732,1.019,Undetermined,,Undetermined,,,,
H7,H18,1228,unknowns,UNKNOWN,27.598,0.984,,,1.00,35.625,0.538,Undetermined,,Undetermined,,,,
H7,N1,1534,field_neg,UNKNOWN,26.364,-0.250,,,1.00,36.294,0.334,Undetermined,,Undetermined,,,,
H7,N2,1534,field_neg,UNKNOWN,26.447,-0.167,,,1.00,34.063,1.643,Undetermined,,Undetermined,,,,
H7,N3,1534,field_neg,UNKNOWN,26.510,-0.104,,,1.00,34.786,0.980,Undetermined,,Undetermined,,,,
H7,D4,1541,unknowns,UNKNOWN,45.000,18.386,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,D5,1541,unknowns,UNKNOWN,45.000,18.386,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,D6,1541,unknowns,UNKNOWN,43.444,16.830,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,E4,1542,unknowns,UNKNOWN,27.366,0.752,NO,,1.00,32.554,4.826,Undetermined,,Undetermined,,,,
H7,E5,1542,unknowns,UNKNOWN,30.388,3.774,NO,,1.00,34.777,0.987,Undetermined,,Undetermined,,,,
H7,E6,1542,unknowns,UNKNOWN,27.095,0.481,NO,,1.00,31.697,8.903,Undetermined,,Undetermined,,,,
H7,O1,1718,field_neg,UNKNOWN,26.346,-0.268,,,1.00,34.884,0.914,Undetermined,,Undetermined,,,,
H7,O2,1718,field_neg,UNKNOWN,26.404,-0.210,,,1.00,34.706,1.038,Undetermined,,Undetermined,,,,
H7,O3,1718,field_neg,UNKNOWN,26.463,-0.151,,,1.00,34.753,1.004,Undetermined,,Undetermined,,,,
H7,F4,1779,unknowns,UNKNOWN,26.563,-0.051,,,1.00,37.809,0.113,Undetermined,,Undetermined,,,,
H7,F5,1779,unknowns,UNKNOWN,26.738,0.124,,,1.00,34.162,1.530,Undetermined,,Undetermined,,,,
H7,F6,1779,unknowns,UNKNOWN,26.665,0.051,,,1.00,36.382,0.314,Undetermined,,Undetermined,,,,
H7,G4,1780,unknowns,UNKNOWN,26.538,-0.076,,,1.00,34.349,1.339,Undetermined,,Undetermined,,,,
H7,G5,1780,unknowns,UNKNOWN,26.668,0.054,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,G6,1780,unknowns,UNKNOWN,26.645,0.031,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,A4,extc1105,extc,UNKNOWN,26.546,-0.068,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,A5,extc1105,extc,UNKNOWN,26.453,-0.161,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,A6,extc1105,extc,UNKNOWN,26.575,-0.039,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,B4,extc1107,extc,UNKNOWN,26.503,-0.111,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,B5,extc1107,extc,UNKNOWN,26.559,-0.055,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,B6,extc1107,extc,UNKNOWN,26.541,-0.073,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,C4,extc1112,extc,UNKNOWN,26.665,0.051,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,C5,extc1112,extc,UNKNOWN,26.565,-0.049,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,C6,extc1112,extc,UNKNOWN,26.586,-0.028,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,G1,ntc,ntc,NTC,26.627,0.013,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,G2,ntc,ntc,NTC,26.573,-0.041,,,1.00,Undetermined,,Undetermined,,37.261,,,,
H7,G3,ntc,ntc,NTC,26.636,0.022,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,H1,ntc,ntc,NTC,26.631,0.017,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,H2,ntc,ntc,NTC,26.714,0.100,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,H3,ntc,ntc,NTC,26.526,-0.088,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,H4,ntc,ntc,NTC,26.655,0.041,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,H5,ntc,ntc,NTC,26.607,-0.007,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H7,H6,ntc,ntc,NTC,26.558,-0.056,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,A4,extc191105,extc,UNKNOWN,26.234,-0.120,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,A5,extc191105,extc,UNKNOWN,26.325,-0.028,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,A6,extc191105,extc,UNKNOWN,26.386,0.033,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,A7,extc200109,extc,UNKNOWN,26.331,-0.022,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,A8,extc200109,extc,UNKNOWN,26.436,0.082,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,A9,extc200109,extc,UNKNOWN,26.270,-0.084,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,A10,extc200129,extc,UNKNOWN,26.389,0.035,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,A11,extc200129,extc,UNKNOWN,26.408,0.055,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,A12,extc200129,extc,UNKNOWN,26.325,-0.029,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,B4,extc191107,extc,UNKNOWN,26.307,-0.046,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,B5,extc191107,extc,UNKNOWN,26.196,-0.157,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,B6,extc191107,extc,UNKNOWN,26.420,0.067,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,B7,extc200113,extc,UNKNOWN,26.438,0.085,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,B8,extc200113,extc,UNKNOWN,26.414,0.061,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,B9,extc200113,extc,UNKNOWN,26.469,0.116,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,B10,extc200130,extc,UNKNOWN,26.363,0.010,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,B11,extc200130,extc,UNKNOWN,26.475,0.122,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,B12,extc200130,extc,UNKNOWN,26.444,0.091,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,C4,extc191112,extc,UNKNOWN,26.351,-0.003,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,C5,extc191112,extc,UNKNOWN,26.271,-0.082,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,C6,extc191112,extc,UNKNOWN,26.479,0.126,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,C7,extc200115,extc,UNKNOWN,26.478,0.125,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,C8,extc200115,extc,UNKNOWN,26.509,0.155,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,C9,extc200115,extc,UNKNOWN,26.414,0.060,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,C10,extc200203a,extc,UNKNOWN,26.523,0.170,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,C11,extc200203a,extc,UNKNOWN,26.429,0.076,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,C12,extc200203a,extc,UNKNOWN,26.508,0.155,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,D4,extc191230,extc,UNKNOWN,26.451,0.097,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,D5,extc191230,extc,UNKNOWN,26.529,0.176,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,D6,extc191230,extc,UNKNOWN,26.435,0.082,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,D7,extc200121,extc,UNKNOWN,26.480,0.127,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,D8,extc200121,extc,UNKNOWN,26.608,0.255,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,D9,extc200121,extc,UNKNOWN,26.433,0.079,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,D10,extc200203b,extc,UNKNOWN,26.567,0.214,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,D11,extc200203b,extc,UNKNOWN,26.694,0.340,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,D12,extc200203b,extc,UNKNOWN,26.415,0.062,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,E4,extc191230,extc,UNKNOWN,26.413,0.060,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,E5,extc191230,extc,UNKNOWN,26.476,0.123,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,E6,extc191230,extc,UNKNOWN,26.539,0.186,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,E7,extc200122,extc,UNKNOWN,26.532,0.179,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,E8,extc200122,extc,UNKNOWN,26.483,0.130,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,E9,extc200122,extc,UNKNOWN,26.595,0.242,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,E10,extc200204,extc,UNKNOWN,26.578,0.225,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,E11,extc200204,extc,UNKNOWN,26.577,0.223,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,E12,extc200204,extc,UNKNOWN,26.439,0.086,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,F4,extc200102,extc,UNKNOWN,26.382,0.029,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,F5,extc200102,extc,UNKNOWN,26.518,0.165,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,F6,extc200102,extc,UNKNOWN,26.494,0.140,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,F7,extc200123,extc,UNKNOWN,26.570,0.217,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,F8,extc200123,extc,UNKNOWN,26.588,0.235,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,F9,extc200123,extc,UNKNOWN,26.404,0.050,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,F10,extc200205,extc,UNKNOWN,26.496,0.142,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,F11,extc200205,extc,UNKNOWN,26.404,0.050,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,F12,extc200205,extc,UNKNOWN,26.283,-0.070,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,G4,extc200106,extc,UNKNOWN,26.386,0.033,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,G5,extc200106,extc,UNKNOWN,26.489,0.136,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,G6,extc200106,extc,UNKNOWN,26.417,0.064,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,G7,extc200127,extc,UNKNOWN,26.597,0.244,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,G8,extc200127,extc,UNKNOWN,26.501,0.148,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,G9,extc200127,extc,UNKNOWN,26.499,0.146,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,G10,extc200206,extc,UNKNOWN,26.465,0.112,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,G11,extc200206,extc,UNKNOWN,26.435,0.082,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,G12,extc200206,extc,UNKNOWN,26.477,0.124,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,H4,extc200108,extc,UNKNOWN,26.417,0.063,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,H5,extc200108,extc,UNKNOWN,26.447,0.094,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,H6,extc200108,extc,UNKNOWN,26.266,-0.087,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,H7,extc200128,extc,UNKNOWN,26.282,-0.071,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,H8,extc200128,extc,UNKNOWN,26.419,0.066,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,H9,extc200128,extc,UNKNOWN,26.605,0.252,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,H10,ntc,ntc,NTC,26.315,-0.038,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,H11,ntc,ntc,NTC,26.347,-0.006,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,H12,ntc,ntc,NTC,26.536,0.182,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,I1,ntc,ntc,NTC,26.259,-0.094,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,I2,ntc,ntc,NTC,26.355,0.002,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,I3,ntc,ntc,NTC,26.259,-0.095,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H8,I4,ntc,ntc,NTC,26.402,0.049,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H9,A4,1,unknowns,UNKNOWN,26.619,-0.066,,,1.00,39.181,0.170,Undetermined,,Undetermined,,,,
H9,A5,1,unknowns,UNKNOWN,26.500,-0.185,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H9,A6,1,unknowns,UNKNOWN,26.609,-0.077,,,1.00,39.812,0.108,Undetermined,,Undetermined,,,,
H9,A7,9,unknowns,UNKNOWN,26.542,-0.144,,,1.00,36.837,0.894,Undetermined,,Undetermined,,,,
H9,A8,9,unknowns,UNKNOWN,26.616,-0.069,,,1.00,36.843,0.891,Undetermined,,Undetermined,,,,
H9,A9,9,unknowns,UNKNOWN,26.657,-0.028,,,1.00,34.987,3.326,Undetermined,,Undetermined,,,,
H9,A10,17,unknowns,UNKNOWN,26.880,0.195,NO,,1.00,38.494,0.276,Undetermined,,Undetermined,,,,
H9,A11,17,unknowns,UNKNOWN,27.943,1.257,NO,,1.00,43.041,0.011,Undetermined,,Undetermined,,,,
H9,A12,17,unknowns,UNKNOWN,28.697,2.012,NO,,1.00,38.699,0.239,Undetermined,,Undetermined,,,,
H9,A13,25,unknowns,UNKNOWN,26.750,0.065,,,1.00,34.888,3.566,Undetermined,,Undetermined,,,,
H9,A14,25,unknowns,UNKNOWN,26.860,0.175,,,1.00,33.771,7.882,Undetermined,,Undetermined,,,,
H9,A15,25,unknowns,UNKNOWN,26.597,-0.089,,,1.00,33.692,8.337,Undetermined,,Undetermined,,,,
H9,A16,33,unknowns,UNKNOWN,26.685,0.000,,,1.00,31.996,27.784,Undetermined,,Undetermined,,,,
H9,A17,33,unknowns,UNKNOWN,26.640,-0.046,,,1.00,31.866,30.461,Undetermined,,Undetermined,,,,
H9,A18,33,unknowns,UNKNOWN,26.667,-0.018,,,1.00,32.148,24.938,Undetermined,,Undetermined,,,,
H9,A19,41,unknowns,UNKNOWN,26.592,-0.094,,,1.00,33.296,11.046,Undetermined,,Undetermined,,,,
H9,A20,41,unknowns,UNKNOWN,26.463,-0.222,,,1.00,32.203,23.990,Undetermined,,Undetermined,,,,
H9,A21,41,unknowns,UNKNOWN,26.521,-0.165,,,1.00,32.552,18.728,Undetermined,,Undetermined,,,,
H9,A22,ntc,ntc,NTC,26.786,0.101,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H9,A23,ntc,ntc,NTC,26.738,0.053,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H9,A24,ntc,ntc,NTC,26.650,-0.036,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H9,B4,2,unknowns,UNKNOWN,26.509,-0.176,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H9,B5,2,unknowns,UNKNOWN,26.691,0.006,,,1.00,35.260,2.740,Undetermined,,Undetermined,,,,
H9,B6,2,unknowns,UNKNOWN,26.780,0.095,,,1.00,36.893,0.860,Undetermined,,Undetermined,,,,
H9,B7,10,unknowns,UNKNOWN,26.722,0.036,,,1.00,33.441,9.962,Undetermined,,Undetermined,,,,
H9,B8,10,unknowns,UNKNOWN,26.701,0.015,,,1.00,33.379,10.413,Undetermined,,Undetermined,,,,
H9,B9,10,unknowns,UNKNOWN,26.652,-0.033,,,1.00,32.715,16.677,Undetermined,,Undetermined,,,,
H9,B10,18,unknowns,UNKNOWN,27.007,0.321,NO,,1.00,38.054,0.377,Undetermined,,Undetermined,,,,
H9,B11,18,unknowns,UNKNOWN,27.940,1.254,NO,,1.00,39.745,0.114,Undetermined,,Undetermined,,,,
H9,B12,18,unknowns,UNKNOWN,28.040,1.355,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
