Date UTC,Tube #,CTD cast,Niskin,depth,comments,water.filtered.L,drop.sample,field.negative.type,Filter size (un),extraction,Extraction technician,elution (ul),comments,qubit (ng/ul),Fluor,Zymo columns,
7/8/2021,266,x13_500.3,3,500,,2.5,,,1,20211028,,100,needed second day for drying ethanol,,,,
7/8/2021,267,x13_500.3,4,300,,2.5,,,1,20211028,,100,needed second day for drying ethanol,,,,
7/8/2021,268,x13_500.3,5,300,,2.5,,,1,20211028,,100,needed second day for drying ethanol,,,,
7/8/2021,269,x13_500.3,6,200,,2.5,,,1,20211028,,100,needed second day for drying ethanol,,,,
7/8/2021,270,x13_500.3,7,200,,2.5,,,1,20211028,,100,needed second day for drying ethanol,,,,
7/8/2021,271,x13_500.3,8,150,ST,2.5,,,1,20211028,,100,needed second day for drying ethanol,,,,
7/8/2021,272,x13_500.3,9,150,ST,2.5,,,1,20211028,,100,needed second day for drying ethanol,,,,
7/8/2021,273,x13_500.3,10,50,ST,2.5,,,1,20211028,,100,needed second day for drying ethanol,,,,
7/8/2021,274,x13_500.3,11,50,ST,2.5,,,1,20211028,,100,needed second day for drying ethanol,,,,
7/8/2021,275,x13_1500,sfc,sfc,,2.5,,,1,20211028,,100,"visible DNA pellet, needed second day for drying ethanol",,,,
7/8/2021,276,x13_1500,sfc,sfc,,2.5,,,1,20211028,,100,"visible DNA pellet, needed second day for drying ethanol",,,,
7/8/2021,277,x13_1500,2,500,,2.5,,,1,20211101,,100,,,,,
7/8/2021,278,x13_1500,3,500,,2.5,,,1,20211101,,100,,,,,
7/8/2021,279,x13_1500,4,300,,2.5,,,1,20211101,,100,,,,,
7/8/2021,280,x13_1500,5,300,,2.5,,,1,20211101,,100,,,,,
7/8/2021,281,x13_1500,6,200,,2.5,,,1,20211101,,100,,,,,
7/8/2021,282,x13_1500,7,200,,2.5,,,1,20211101,,100,,,,,
7/8/2021,283,x13_1500,8,150,,2.5,,,1,20211101,,100,,,,,
7/8/2021,284,x13_1500,9,150,ST,2.5,,,1,20211101,,100,,,,,
7/8/2021,285,x13_1500,10,50,ST,2.5,,,1,20211101,,100,,,,,
7/8/2021,286,x13_1500,11,50,ST,2.5,,,1,20211101,,100,,,,,
7/8/2021,287,x13_1500,2,500,Duplicate Sample,2.5,,,1,20211101,,100,,,,,
7/8/2021,288,x13_1500,3,500,Duplicate Sample,2.5,,,1,20211101,,100,,,,,
7/8/2021,289,x13_1500,4,300,Duplicate Sample,2.5,,,1,20211101,,100,,,,,
7/8/2021,290,x13_1500,5,300,Duplicate Sample,2.5,,,1,20211101,,100,,,,,
7/8/2021,291,x13_1500,8,150,Duplicate Sample,2.5,,,1,20211101,,100,,,,,
7/8/2021,292,x13_1500,9,150,Duplicate Sample,2.5,,,1,20211101,,100,,,,,
7/8/2021,293,N/A,N/A,N/A,"Aerial sample, 5 min,reusable cup on accident",2.5,,Aerial.5min.reuse,1,20211101,,100,,,,,
7/8/2021,294,N/A,N/A,N/A,"Aerial sample, 5 min,reusable cup on accident",2.5,,Aerial.5min.reuse,1,20211101,,100,,,,,
7/8/2021,295,N/A,N/A,N/A,"Aerial sample, 5 min,reusable cup on accident",2.5,,Aerial.5min.reuse,1,20211101,,100,,,,,
7/8/2021,296,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20211101,,100,,,,,
7/8/2021,297,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20211101,,100,,,,,
7/8/2021,298,N/A,N/A,N/A,"Aerial sample, 5min, single use (0.45) cups",N/A,,Aerial.5min,0.45,20211101,,100,,,,,
7/8/2021,299,N/A,N/A,N/A,"Aerial sample, 5min, single use (0.45) cups",N/A,,Aerial.5min,0.45,20211101,,100,,,,,
7/8/2021,300,N/A,N/A,N/A,"Aerial sample, 5min, single use (0.45) cups",N/A,,Aerial.5min,0.45,20211101,,100,,,,,
7/9/2021,301,x15_50,sfc,sfc,Long time to filter,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,302,x15_50,sfc,sfc,Long time to filter,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,303,x15_50,2,40,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,304,x15_50,3,40,,2.5,,,1,20211101,,100,,,,,
7/9/2021,305,x15_150,sfc,sfc,Long time to filter,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,306,x15_150,sfc,sfc,Long time to filter,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,307,x15_150,2,150,,2.5,,,1,20211101,,100,,,,,
7/9/2021,308,x15_150,3,150,,2.5,,,1,20211101,,100,,,,,
7/9/2021,309,x15_150,4,50,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,310,x15_150,5,50,,2.5,,,1,20211101,,100,,,,,
7/9/2021,311,x15_500,sfc,sfc,Long time to filter,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,312,x15_500,sfc,sfc,Long time to filter,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,313,x15_500,2,440,PAL,2.5,,,1,20211101,,100,,,,,
7/9/2021,314,x15_500,3,440,PAL,2.5,,,1,20211101,,100,,,,,
7/9/2021,315,x15_500,4,300,PAL,2.5,,,1,20211101,,100,,,,,
7/9/2021,316,x15_500,5,300,,2.5,,,1,20211101,,100,,,,,
7/9/2021,317,x15_500,6,200,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,318,x15_500,7,200,ST,2.5,,,1,20211101,,100,needed second day for drying ethanol,,,,
7/9/2021,319,x15_500,8,150,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,320,x15_500,9,150,,2.5,,,1,20211101,,100,,,,,
7/9/2021,321,x15_500,10,50,,2.5,,,1,20211101,,100,needed second day for drying ethanol,,,,
7/9/2021,322,x15_500,11,50,,2.5,,,1,20211101,,100,needed second day for drying ethanol,,,,
7/9/2021,323,x15_1500,sfc,sfc,,2.5,,,1,20211101,,100,"visible DNA pellet, needed second day for drying ethanol",,,,
7/9/2021,324,x15_1500,sfc,sfc,,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,325,x15_1500,2,500,,2.5,,,1,20211101,,100,,,,,
7/9/2021,326,x15_1500,3,500,,2.5,,,1,20211101,,100,,,,,
7/9/2021,327,x15_1500,4,300,,2.5,,,1,20211101,,100,,,,,
7/9/2021,328,x15_1500,5,300,,2.5,,,1,20211101,,100,,,,,
7/9/2021,329,x15_1500,6,200,,2.5,,,1,20211101,,100,,,,,
7/9/2021,330,x15_1500,7,200,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,331,x15_1500,8,150,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,332,x15_1500,9,150,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,333,x15_1500,10,50,ST,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,334,x15_1500,11,50,ST,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,335,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20211101,,100,,,,,
7/9/2021,336,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20211101,,100,,,,,
7/9/2021,337,x15_500.2,sfc,sfc,,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,338,x15_500.2,sfc,sfc,,2.5,,,1,20211101,,100,visible DNA pellet,,,,
7/9/2021,339,x15_500.2,2,500,,2.5,,,1,20211101,,100,,,,,
7/9/2021,340,x15_500.2,3,500,,2.5,,,1,20211101,,100,,,,,
7/9/2021,341,x15_500.2,4,300,,2.5,,,1,20211101,,100,,,,,
7/9/2021,342,x15_500.2,5,300,,2.5,,,1,20211101,,100,,,,,
7/9/2021,343,x15_500.2,6,200,,2.5,,,1,20211101,,100,,,,,
7/9/2021,344,x15_500.2,7,200,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,345,x15_500.2,8,150,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,346,x15_500.2,9,150,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,347,x15_500.2,10,50,ST,2.5,,,1,20211101,,100,,,,,
7/9/2021,348,x15_500.2,11,50,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,349,x17_500.1,sfc,sfc,,2.5,,,1,20211102,,100,visible DNA pellet,,,,
7/10/2021,350,x17_500.1,sfc,sfc,,2.5,,,1,20211102,,100,visible DNA pellet,,,,
7/10/2021,351,x17_500.1,2,500,,2.5,,,1,20211102,,100,,,,,
7/10/2021,352,x17_500.1,3,500,,2.5,,,1,20211102,,100,,,,,
7/10/2021,353,x17_500.1,4,300,,2.5,,,1,20211102,,100,,,,,
7/10/2021,354,x17_500.1,5,300,,2.5,,,1,20211102,,100,,,,,
7/10/2021,355,x17_500.1,6,200,,2.5,,,1,20211102,,100,,,,,
7/10/2021,356,x17_500.1,7,200,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,357,x17_500.1,8,150,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,358,x17_500.1,9,150,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,359,x17_500.1,10,50,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,360,x17_500.1,11,50,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,361,N/A,N/A,N/A,"Ship DI, 2.5L, reusable. On manifold with sample 359 and 360.",2.5,,Evap.H2O.reuse,1,20211102,,100,,,,,
7/10/2021,362,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20211102,,100,,,,,
7/10/2021,363,x17_500,sfc,sfc,,2.5,,,1,20211102,,100,visible DNA pellet,,,,
7/10/2021,364,x17_500,sfc,sfc,,2.5,,,1,20211102,,100,visible DNA pellet,,,,
7/10/2021,365,x17_500,2,470,,2.5,,,1,20211102,,100,,,,,
7/10/2021,366,x17_500,3,470,,2.5,,,1,20211102,,100,,,,,
7/10/2021,367,x17_500,4,300,"Tissue on filter, picture available",2.5,,,1,20211102,,100,,,,,
7/10/2021,368,x17_500,5,300,,2.5,,,1,20211102,,100,,,,,
7/10/2021,369,x17_500,6,200,,2.5,,,1,20211102,,100,,,,,
7/10/2021,370,x17_500,7,200,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,371,x17_500,8,150,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,372,x17_500,9,150,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,373,x17_500,10,50,ST,2.5,,,1,20211102,,100,needed second day for drying ethanol,,,,
7/10/2021,374,x17_500,11,50,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,375,x17_300,sfc,sfc,Long time to filter,2.5,,,1,20211102,,100,"visible DNA pellet, needed second day for drying ethanol",,,,
7/10/2021,376,x17_300,sfc,sfc,Long time to filter,2.5,,,1,20211102,,100,"visible DNA pellet, needed second day for drying ethanol",,,,
7/10/2021,377,x17_300,2,300,PAL,2.5,,,1,20211102,,100,,,,,
7/10/2021,378,x17_300,3,300,PAL,2.5,,,1,20211102,,100,,,,,
7/10/2021,379,x17_300,4,200,PAL,2.5,,,1,20211102,,100,,,,,
7/10/2021,380,x17_300,5,200,PAL,2.5,,,1,20211102,,100,,,,,
7/10/2021,381,x17_300,6,150,ST,2.5,,,1,20211102,,100,,,,,
7/10/2021,382,x17_300,7,150,PAL,2.5,,,1,20211102,,100,,,,,
7/10/2021,383,x17_300,8,50,,2.5,,,1,20211102,,100,,,,,
7/10/2021,384,x17_300,9,50,,2.5,,,1,20211102,,100,,,,,
7/10/2021,385,x17_150,sfc,sfc,Long time to filter. 2 filters.,2.5,,,1,20211102,,100,visible DNA pellet,,,,
7/10/2021,386,x17_150,sfc,sfc,Long time to filter. 2 filters.,2.5,,,1,20211102,,100,visible DNA pellet,,,,
7/10/2021,387,x17_150,2,150,PAL. Delay of 1 hour in lab prior to filtering.,2.5,,,1,20211102,,100,,,,,
7/10/2021,388,x17_150,3,150,PAL. Delay of 1 hour in lab prior to filtering.,2.5,,,1,20211102,,100,,,,,
7/10/2021,389,x17_150,4,50,PAL. Delay of 1 hour in lab prior to filtering.,2.5,,,1,20211102,,100,,,,,
7/10/2021,390,x17_150,5,50,Delay of 1 hour in lab prior to filtering.,2.5,,,1,20211102,,100,,,,,
7/11/2021,391,N/A,N/A,N/A,"Aerial eDNA, 5 min, single use (0.45) cup",N/A,,Aerial.5min,0.45,20211102,,100,,,,,
7/11/2021,392,N/A,N/A,N/A,"Aerial eDNA, 5 min, single use (0.45) cup",N/A,,Aerial.5min,0.45,20211102,,100,,,,,
7/11/2021,393,N/A,N/A,N/A,"Aerial eDNA, 5 min, single use (0.45) cup",N/A,,Aerial.5min,0.45,20211102,,100,,,,,
7/11/2021,394,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20211102,,100,,,,,
7/11/2021,395,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20211102,,100,,,,,
7/11/2021,396,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20211102,,100,,,,,
7/11/2021,397,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20211102,,100,,,,,
7/11/2021,398,x19_150,sfc,sfc,,2.5,,,1,20211102,,100,"visible DNA pelle, needed second day for drying ethanol",,,,
7/11/2021,399,x19_150,sfc,sfc,,2.5,,,1,20211102,,100,"visible DNA pelle, needed second day for drying ethanol",,,,
7/11/2021,400,x19_150,2,135,PAL,2.5,,,1,20211102,,100,,,,,
7/11/2021,401,x19_150,3,135,PAL,2.5,,,1,20211102,,100,,,,,
7/11/2021,402,x19_150,4,50,,2.5,,,1,20211102,,100,,,,,
7/11/2021,403,x19_150,5,50,ST,2.5,,,1,20211102,,100,needed second day for drying ethanol,,,,
7/11/2021,404,x19_300,sfc,sfc,,2.5,,,1,20211102,,100,visible DNA pellet,,,,
7/11/2021,405,x19_300,sfc,sfc,,2.5,,,1,20211102,,100,visible DNA pellet,,,,
7/11/2021,406,x19_300,2,280,PAL,2.5,,,1,20211102,,100,needed second day for drying ethanol,,,,
7/11/2021,407,x19_300,3,280,PAL,2.5,,,1,20211102,,100,needed second day for drying ethanol,,,,
7/11/2021,408,x19_300,4,200,PAL,2.5,,,1,20211102,,100,,,,,
7/11/2021,409,x19_300,5,200,,2.5,,,1,20211102,,100,,,,,
7/11/2021,410,x19_300,6,150,,2.5,,,1,20211102,,100,needed second day for drying ethanol,,,,
7/11/2021,411,x19_300,7,150,ST,2.5,,,1,20211102,,100,,,,,
7/11/2021,412,x19_300,8,50,ST,2.5,,,1,20211102,,100,,,,,
7/11/2021,413,x19_500,sfc,sfc,,2.5,,,1,20211102,,100,visible DNA pellet,,,,
7/11/2021,414,x19_500,sfc,sfc,,2.5,,,1,20211102,,100,visible DNA pellet,,,,
7/11/2021,415,x19_500,2,495,,2.5,,,1,20211102,,100,,,,,
7/11/2021,416,x19_500,3,495,,2.5,,,1,20211102,,100,,,,,
7/11/2021,417,x19_500,4,300,,2.5,,,1,20211102,,100,,,,,
7/11/2021,418,x19_500,5,300,,2.5,,,1,20211102,,100,,,,,
7/11/2021,419,x19_500,6,200,,2.5,,,1,20211103,,100,,,,,
7/11/2021,420,x19_500,7,200,PAL,2.5,,,1,20211103,,100,,,,,
7/11/2021,421,x19_500,8,150,PAL,2.5,,,1,20211103,,100,,,,,
7/11/2021,422,x19_500,9,150,ST,2.5,,,1,20211103,,100,,,,,
7/11/2021,423,x19_500,10,50,ST,2.5,,,1,20211103,,100,visible DNA pellet,,,,
7/11/2021,424,x19_500,11,50,ST,2.5,,,1,20211103,,100,visible DNA pellet,,,,
7/11/2021,425,x19_500,2,495,PAL; Duplicate Sample,2.5,,,1,20211103,,100,,,,,
7/11/2021,426,x19_500,3,495,PAL; Duplicate Sample,2.5,,,1,20211103,,100,,,,,
7/11/2021,427,x19_500,4,300,Duplicate Sample,2.5,,,1,20211103,,100,,,,,
7/11/2021,428,x19_500,5,300,Duplicate Sample,2.5,,,1,20211103,,100,,,,,
7/11/2021,429,x19_500,8,150,ST; Duplicate Sample,2.5,,,1,20211103,,100,,,,,
7/11/2021,430,x19_500,9,150,ST; Duplicate Sample,2.5,,,1,20211103,,100,,,,,
7/12/2021,431,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20211103,,100,,,,,
7/12/2021,432,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20211103,,100,,,,,
7/12/2021,433,x21_1500,sfc,sfc,,2.5,,,1,20211103,,100,visible DNA pellet,,,,
7/12/2021,434,x21_1500,sfc,sfc,,2.5,,,1,20211103,,100,visible DNA pellet,,,,
7/12/2021,435,x21_1500,2,500,PAL,2.5,,,1,20211103,,100,,,,,
7/12/2021,436,x21_1500,3,500,,2.5,,,1,20211103,,100,,,,,
7/12/2021,437,x21_1500,4,300,,2.5,,,1,20211103,,100,,,,,
7/12/2021,438,x21_1500,5,300,,2.5,,,1,20211103,,100,,,,,
7/12/2021,439,x21_1500,6,200,,2.5,"Y, ext issue",,1,20211103,,100,dropped on ground during isopropanol precipitation,,,,
7/12/2021,440,x21_1500,7,200,,2.5,,,1,20211103,,100,,,,,
7/12/2021,441,x21_1500,8,150,ST,2.5,,,1,20211103,,100,,,,,
7/12/2021,442,x21_1500,9,150,ST,2.5,,,1,20211103,,100,,,,,
7/12/2021,443,x21_1500,10,50,ST,2.5,,,1,20211103,,100,,,,,
7/12/2021,444,x21_1500,11,50,ST,2.5,,,1,20211103,,100,,,,,
7/12/2021,445,x21_1500,2,500,"PAL, Duplicate Sample",2.5,,,1,20211103,,100,,,,,
7/12/2021,446,x21_1500,3,500,"PAL, Duplicate Sample",2.5,,,1,20211103,,100,,,,,
7/12/2021,447,x21_1500,4,300,"PAL, Duplicate Sample",2.5,,,1,20211103,,100,,,,,
7/12/2021,448,x21_1500,5,300,"ST, Duplicate Sample",2.5,,,1,20211103,,100,,,,,
7/12/2021,449,x21_1500,8,150,"ST, Duplicate Sample",2.5,,,1,20211103,,100,,,,,
7/12/2021,450,x21_1500,9,150,"PAL, Duplicate Sample",2.5,,,1,20211103,,100,,,,,
7/12/2021,451,x21_150,sfc,sfc,,2.5,,,1,20211103,,100,visible DNA pellet,,,,
7/12/2021,452,x21_150,sfc,sfc,,2.5,,,1,20211103,,100,visible DNA pellet,,,,
7/12/2021,453,x21_150,2,137,,2.5,,,1,20211103,,100,,,,,
7/12/2021,454,x21_150,3,137,,2.5,,,1,20211103,,100,,,,,
7/12/2021,455,x21_150,4,50,PAL,2.5,,,1,20211103,,100,needed second day for drying ethanol,,,,
7/12/2021,456,x21_150,5,50,ST,2.5,,,1,20211103,,100,,,,,
7/12/2021,457,x21_300,sfc,sfc,,2.5,,,1,20211103,,100,"visible DNA pellet, needed second day for drying ethanol",,,,
7/12/2021,458,x21_300,sfc,sfc,,2.5,,,1,20211103,,100,"visible DNA pellet, needed second day for drying ethanol",,,,
7/12/2021,459,x21_300,2,300,PAL,2.5,,,1,20211103,,100,needed second day for drying ethanol,,,,
7/12/2021,460,x21_300,3,300,PAL,2.5,,,1,20211103,,100,needed second day for drying ethanol,,,,
7/12/2021,461,x21_300,4,200,PAL,2.5,,,1,20211103,,100,needed second day for drying ethanol,,,,
7/12/2021,462,x21_300,5,200,,2.5,,,1,20211103,,100,,,,,
7/12/2021,463,x21_300,6,150,,2.5,,,1,20211103,,100,needed second day for drying ethanol,,,,
7/12/2021,464,x21_300,7,150,,2.5,,,1,20211103,,100,needed second day for drying ethanol,,,,
7/12/2021,465,x21_300,8,50,ST,2.5,,,1,20211103,,100,,,,,
7/12/2021,466,x21_300,9,50,ST,2.5,,,1,20211103,,100,,,,,
7/12/2021,467,x21_500,sfc,sfc,,2.5,,,1,20211103,,100,visible DNA pellet,,,,
7/12/2021,468,x21_500,sfc,sfc,,2.5,,,1,20211103,,100,visible DNA pellet,,,,
7/12/2021,469,x21_500,2,500,,2.5,,,1,20211103,,100,,,,,
7/12/2021,470,x21_500,3,500,,2.5,,,1,20211103,,100,,,,,
7/12/2021,471,x21_500,4,300,,2.5,,,1,20211103,,100,,,,,
7/12/2021,472,x21_500,5,300,,2.5,,,1,20211103,,100,,,,,
7/12/2021,473,x21_500,6,200,PAL,2.5,,,1,20211103,,100,,,,,
7/12/2021,474,x21_500,7,200,ST,2.5,,,1,20211103,,100,needed second day for drying ethanol,,,,
7/12/2021,475,x21_500,8,150,ST; Potential Human Contam,2.5,,,1,20211103,,100,,,,,
7/12/2021,476,x21_500,9,150,ST; Potential Human Contam,2.5,,,1,20211103,,100,,,,,
7/12/2021,477,x21_500,10,50,ST; Potential Human Contam,2.5,,,1,20211103,,100,,,,,
7/12/2021,478,x21_500,11,50,PAL; Potential Human Contam,2.5,,,1,20211103,,100,,,,,
7/12/2021,479,N/A,N/A,N/A,"2.5 L of Human contam green bucket water, not a neg control",2.5,,,1,20211103,,100,,,,,
7/13/2021,480,N/A,N/A,N/A,"Aerial, passive, 8.25 hours, single use (0.45) cup",N/A,,Aerial.8h,0.45,20211103,,100,,,,,
7/13/2021,481,N/A,N/A,N/A,"Aerial, passive, 8.25 hours, single use (0.45) cup",N/A,,Aerial.8h,0.45,20211103,,100,,,,,
7/13/2021,482,N/A,N/A,N/A,"Aerial, passive, 8.25 hours, single use (0.45) cup",N/A,,Aerial.8h,0.45,20211103,,100,,,,,
###############################################################################################################################################################################################################################################################,483,N/A,N/A,N/A,"Aerial, passive, 5hours, single use (0.45) cup, active",N/A,,Aerial.5h,0.45,20211103,,100,needed second day for drying ethanol,,,,
###############################################################################################################################################################################################################################################################,484,N/A,N/A,N/A,"Aerial, passive, 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20211103,,100,,,,,
###############################################################################################################################################################################################################################################################,485,N/A,N/A,N/A,"Aerial, passive, 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20211103,,100,,,,,
###############################################################################################################################################################################################################################################################,486,N/A,N/A,N/A,"Aerial, passive, 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20211103,,100,,,,,
7/23/2021,487,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20211103,,100,needed second day for drying ethanol,,,,
7/23/2021,488,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20211103,,100,,,,,
7/23/2021,489,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20211103,,100,,,,,
7/23/2021,490,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20211104,,100,,,,,
7/23/2021,491,N/A,N/A,N/A,"Aerial, 8 h, single use (0.45) cup, active (no fishing had taken place for a week)",N/A,,Aerial.8h.active,0.45,20211104,,100,,,,,
7/23/2021,492,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20211104,,100,,,,,
7/23/2021,493,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20211104,,100,,,,,
7/24/2021,494,x23_150,sfc,sfc,,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/24/2021,495,x23_150,sfc,sfc,,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/24/2021,496,x23_150,1,138,,2.5,,,1,20211104,,100,,,,,
7/24/2021,497,x23_150,2,138,,2.5,,,1,20211104,,100,,,,,
7/24/2021,498,x23_150,3,50,ST,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/24/2021,499,x23_150,4,50,,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/24/2021,500,x23_500,sfc,sfc,,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/24/2021,501,x23_500,sfc,sfc,,2.5,,,1,20211104,,100,,,,,
7/24/2021,502,x23_500,1,437,,2.5,,,1,20211104,,100,,,,,
7/24/2021,503,x23_500,2,437,,2.5,,,1,20211104,,100,,,,,
7/24/2021,504,x23_500,3,300,,2.5,,,1,20211104,,100,,,,,
7/24/2021,505,x23_500,4,300,,2.5,,,1,20211104,,100,,,,,
7/24/2021,506,x23_500,6,200,bottle five failed,2.5,,,1,20211104,,100,,,,,
7/24/2021,507,x23_500,7,150,ST,2.5,,,1,20211104,,100,,,,,
7/24/2021,508,x23_500,8,150,ST,2.5,,,1,20211104,,100,,,,,
7/24/2021,509,x23_500,9,50,ST,2.5,,,1,20211104,,100,,,,,
7/24/2021,510,x23_500,10,50,ST,2.5,,,1,20211104,,100,,,,,
7/24/2021,511,x23_1500,sfc,sfc,,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/24/2021,512,x23_1500,sfc,sfc,,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/24/2021,513,x23_1500,1,300,,2.5,,,1,20211104,,100,,,,,
7/24/2021,514,x23_1500,2,300,,2.5,,,1,20211104,,100,,,,,
7/24/2021,515,x23_1500,3,200,,2.5,,,1,20211104,,100,,,,,
7/24/2021,516,x23_1500,4,200,,2.5,,,1,20211104,,100,,,,,
7/24/2021,517,x23_1500,6,150,"ST, bottle 5 failed again",2.5,,,1,20211104,,100,,,,,
7/24/2021,518,x23_1500,7,50,ST,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/24/2021,519,x23_1500,8,50,ST,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/24/2021,520,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20211104,,100,,,,,
7/25/2021,521,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20211104,,100,,,,,
7/25/2021,522,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20211104,,100,,,,,
7/25/2021,523,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20211104,,100,,,,,
7/25/2021,524,x25_1500,sfc,sfc,,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/25/2021,525,x25_1500,sfc,sfc,,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/25/2021,526,x25_1500,1,500,,2.5,,,1,20211104,,100,,,,,
7/25/2021,527,x25_1500,2,500,,2.5,,,1,20211104,,100,,,,,
7/25/2021,528,x25_1500,4,300,,2.5,,,1,20211104,,100,,,,,
7/25/2021,529,x25_1500,5,300,,2.5,,,1,20211104,,100,,,,,
7/25/2021,530,x25_1500,6,200,,2.5,,,1,20211104,,100,,,,,
7/25/2021,531,x25_1500,7,200,ST,2.5,,,1,20211104,,100,,,,,
7/25/2021,532,x25_1500,8,150,ST,2.5,,,1,20211104,,100,,,,,
7/25/2021,533,x25_1500,9,150,ST,2.5,,,1,20211104,,100,,,,,
7/25/2021,534,x25_1500,10,50,ST,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/25/2021,535,x25_1500,11,50,ST,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/25/2021,536,x25_500.1,sfc,sfc,,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/25/2021,537,x25_500.1,sfc,sfc,,2.5,,,1,20211104,,100,visible DNA pellet,,,,
7/25/2021,538,x25_500.1,1,500,,2.5,,,1,20211104,,100,,,,,
7/25/2021,539,x25_500.1,2,500,,2.5,,,1,20211104,,100,,,,,
