Var1,Var2,value
UDP0111,UDP0005,0.8
UDP0112,UDP0005,0.8
UDP0113,UDP0005,0.8
UDP0114,UDP0005,0.7
UDP0115,UDP0005,0.7
UDP0116,UDP0005,0.8
UDP0117,UDP0005,0.9
UDP0118,UDP0005,0.8
UDP0119,UDP0005,0.6
UDP0120,UDP0005,1
UDP0121,UDP0005,0.6
UDP0122,UDP0005,0.7
UDP0123,UDP0005,0.9
UDP0124,UDP0005,1
UDP0125,UDP0005,0.8
UDP0126,UDP0005,0.8
UDP0127,UDP0005,0.5
UDP0128,UDP0005,0.9
UDP0129,UDP0005,0.9
UDP0130,UDP0005,0.7
UDP0131,UDP0005,0.6
UDP0132,UDP0005,0.8
UDP0133,UDP0005,0.5
UDP0134,UDP0005,0.9
UDP0135,UDP0005,0.9
UDP0136,UDP0005,0.7
UDP0137,UDP0005,0.7
UDP0138,UDP0005,0.6
UDP0139,UDP0005,0.6
UDP0140,UDP0005,0.5
UDP0141,UDP0005,1
UDP0142,UDP0005,0.8
UDP0143,UDP0005,0.7
UDP0144,UDP0005,0.6
UDP0145,UDP0005,0.7
UDP0146,UDP0005,0.7
UDP0147,UDP0005,0.7
UDP0148,UDP0005,0.8
UDP0149,UDP0005,0.8
UDP0150,UDP0005,0.7
UDP0151,UDP0005,0.9
UDP0152,UDP0005,0.7
UDP0153,UDP0005,0.9
UDP0154,UDP0005,0.6
UDP0155,UDP0005,0.8
UDP0156,UDP0005,0.7
UDP0157,UDP0005,0.8
UDP0158,UDP0005,0.9
UDP0159,UDP0005,0.7
UDP0160,UDP0005,0.8
UDP0161,UDP0005,0.7
UDP0162,UDP0005,0.8
UDP0163,UDP0005,0.9
UDP0164,UDP0005,0.9
UDP0165,UDP0005,0.9
UDP0166,UDP0005,0.8
UDP0167,UDP0005,0.9
UDP0168,UDP0005,0.5
UDP0169,UDP0005,0.8
UDP0170,UDP0005,0.8
UDP0171,UDP0005,1
UDP0172,UDP0005,0.7
UDP0173,UDP0005,0.7
UDP0174,UDP0005,0.8
UDP0175,UDP0005,0.8
UDP0176,UDP0005,0.8
UDP0177,UDP0005,0.5
UDP0178,UDP0005,0.8
UDP0179,UDP0005,0.7
UDP0180,UDP0005,0.7
UDP0181,UDP0005,0.5
UDP0182,UDP0005,0.8
UDP0183,UDP0005,0.9
UDP0184,UDP0005,0.6
UDP0185,UDP0005,0.9
UDP0186,UDP0005,0.9
UDP0187,UDP0005,0.7
UDP0188,UDP0005,0.8
UDP0189,UDP0005,0.7
UDP0190,UDP0005,0.6
UDP0191,UDP0005,0.7
UDP0192,UDP0005,0.8
UDP0001,UDP0006,0.8
UDP0002,UDP0006,0.8
UDP0003,UDP0006,0.8
UDP0004,UDP0006,0.9
UDP0005,UDP0006,0.8
UDP0006,UDP0006,0
UDP0007,UDP0006,0.9
UDP0008,UDP0006,0.8
UDP0009,UDP0006,0.7
UDP0010,UDP0006,0.7
UDP0011,UDP0006,0.8
UDP0012,UDP0006,0.8
UDP0013,UDP0006,0.9
UDP0014,UDP0006,0.6
UDP0015,UDP0006,0.5
UDP0016,UDP0006,0.7
UDP0017,UDP0006,0.7
UDP0018,UDP0006,0.7
UDP0019,UDP0006,1
UDP0020,UDP0006,0.6
UDP0021,UDP0006,0.7
UDP0022,UDP0006,0.5
UDP0023,UDP0006,0.9
UDP0024,UDP0006,0.7
UDP0025,UDP0006,0.7
UDP0026,UDP0006,0.7
UDP0027,UDP0006,0.8
UDP0028,UDP0006,0.6
UDP0029,UDP0006,0.9
UDP0030,UDP0006,0.9
UDP0031,UDP0006,0.9
UDP0032,UDP0006,0.8
UDP0033,UDP0006,0.9
UDP0034,UDP0006,0.9
UDP0035,UDP0006,0.5
UDP0036,UDP0006,0.7
UDP0037,UDP0006,0.8
UDP0038,UDP0006,0.9
UDP0039,UDP0006,0.7
UDP0040,UDP0006,0.7
UDP0041,UDP0006,0.9
UDP0042,UDP0006,0.7
UDP0043,UDP0006,0.9
UDP0044,UDP0006,0.8
UDP0045,UDP0006,0.9
UDP0046,UDP0006,0.8
UDP0047,UDP0006,0.7
UDP0048,UDP0006,0.9
UDP0049,UDP0006,0.5
UDP0050,UDP0006,0.5
UDP0051,UDP0006,0.7
UDP0052,UDP0006,0.9
UDP0053,UDP0006,0.7
UDP0054,UDP0006,0.8
UDP0055,UDP0006,0.9
UDP0056,UDP0006,0.7
UDP0057,UDP0006,0.7
UDP0058,UDP0006,0.7
UDP0059,UDP0006,0.7
UDP0060,UDP0006,0.9
UDP0061,UDP0006,0.9
UDP0062,UDP0006,0.5
UDP0063,UDP0006,0.8
UDP0064,UDP0006,0.7
UDP0065,UDP0006,0.8
UDP0066,UDP0006,0.6
UDP0067,UDP0006,0.7
UDP0068,UDP0006,0.7
UDP0069,UDP0006,0.8
UDP0070,UDP0006,0.7
UDP0071,UDP0006,0.8
UDP0072,UDP0006,0.7
UDP0073,UDP0006,0.8
UDP0074,UDP0006,0.6
UDP0075,UDP0006,0.8
UDP0076,UDP0006,0.8
UDP0077,UDP0006,0.9
UDP0078,UDP0006,0.9
UDP0079,UDP0006,0.6
UDP0080,UDP0006,0.7
UDP0081,UDP0006,0.8
UDP0082,UDP0006,0.6
UDP0083,UDP0006,0.7
UDP0084,UDP0006,0.6
UDP0085,UDP0006,0.9
UDP0086,UDP0006,0.9
UDP0087,UDP0006,0.9
UDP0088,UDP0006,1
UDP0089,UDP0006,0.7
UDP0090,UDP0006,0.9
UDP0091,UDP0006,0.9
UDP0092,UDP0006,0.8
UDP0093,UDP0006,0.8
UDP0094,UDP0006,1
UDP0095,UDP0006,0.7
UDP0096,UDP0006,0.9
UDP0097,UDP0006,0.8
UDP0098,UDP0006,0.7
UDP0099,UDP0006,0.6
UDP0100,UDP0006,0.6
UDP0101,UDP0006,0.7
UDP0102,UDP0006,0.8
UDP0103,UDP0006,0.7
UDP0104,UDP0006,0.9
UDP0105,UDP0006,0.7
UDP0106,UDP0006,0.9
UDP0107,UDP0006,0.8
UDP0108,UDP0006,0.8
UDP0109,UDP0006,0.9
UDP0110,UDP0006,0.5
UDP0111,UDP0006,0.6
UDP0112,UDP0006,0.9
UDP0113,UDP0006,0.8
UDP0114,UDP0006,0.7
UDP0115,UDP0006,0.9
UDP0116,UDP0006,0.6
UDP0117,UDP0006,0.8
UDP0118,UDP0006,0.6
UDP0119,UDP0006,0.8
UDP0120,UDP0006,0.6
UDP0121,UDP0006,0.8
UDP0122,UDP0006,0.5
UDP0123,UDP0006,0.8
UDP0124,UDP0006,0.9
UDP0125,UDP0006,0.8
UDP0126,UDP0006,0.7
UDP0127,UDP0006,0.8
UDP0128,UDP0006,0.7
UDP0129,UDP0006,0.9
UDP0130,UDP0006,0.7
UDP0131,UDP0006,0.7
UDP0132,UDP0006,0.9
UDP0133,UDP0006,0.5
UDP0134,UDP0006,1
UDP0135,UDP0006,0.9
UDP0136,UDP0006,0.8
UDP0137,UDP0006,0.8
UDP0138,UDP0006,0.9
UDP0139,UDP0006,0.8
UDP0140,UDP0006,0.6
UDP0141,UDP0006,0.6
UDP0142,UDP0006,0.7
UDP0143,UDP0006,1
UDP0144,UDP0006,0.8
UDP0145,UDP0006,0.7
UDP0146,UDP0006,0.7
UDP0147,UDP0006,0.7
UDP0148,UDP0006,1
UDP0149,UDP0006,0.8
UDP0150,UDP0006,0.7
UDP0151,UDP0006,0.9
UDP0152,UDP0006,0.4
UDP0153,UDP0006,0.9
UDP0154,UDP0006,1
UDP0155,UDP0006,0.8
UDP0156,UDP0006,0.8
UDP0157,UDP0006,1
UDP0158,UDP0006,0.8
UDP0159,UDP0006,0.9
UDP0160,UDP0006,0.6
UDP0161,UDP0006,0.7
UDP0162,UDP0006,0.7
UDP0163,UDP0006,0.8
UDP0164,UDP0006,0.8
UDP0165,UDP0006,0.8
UDP0166,UDP0006,0.7
UDP0167,UDP0006,0.7
UDP0168,UDP0006,0.7
UDP0169,UDP0006,0.7
UDP0170,UDP0006,0.9
UDP0171,UDP0006,0.6
UDP0172,UDP0006,0.9
UDP0173,UDP0006,0.8
UDP0174,UDP0006,0.7
UDP0175,UDP0006,0.8
UDP0176,UDP0006,1
UDP0177,UDP0006,0.9
UDP0178,UDP0006,0.9
UDP0179,UDP0006,0.7
UDP0180,UDP0006,0.9
UDP0181,UDP0006,0.8
UDP0182,UDP0006,0.7
UDP0183,UDP0006,0.6
UDP0184,UDP0006,0.7
UDP0185,UDP0006,0.6
UDP0186,UDP0006,0.8
UDP0187,UDP0006,0.5
UDP0188,UDP0006,0.7
UDP0189,UDP0006,0.8
UDP0190,UDP0006,0.6
UDP0191,UDP0006,0.8
UDP0192,UDP0006,0.7
UDP0001,UDP0007,0.6
UDP0002,UDP0007,1
UDP0003,UDP0007,0.6
UDP0004,UDP0007,0.9
UDP0005,UDP0007,0.7
UDP0006,UDP0007,0.9
UDP0007,UDP0007,0
UDP0008,UDP0007,0.9
UDP0009,UDP0007,0.9
UDP0010,UDP0007,0.9
UDP0011,UDP0007,0.8
UDP0012,UDP0007,1
UDP0013,UDP0007,0.6
UDP0014,UDP0007,0.7
UDP0015,UDP0007,0.8
UDP0016,UDP0007,0.7
UDP0017,UDP0007,0.9
UDP0018,UDP0007,0.7
UDP0019,UDP0007,0.7
UDP0020,UDP0007,0.8
UDP0021,UDP0007,0.5
UDP0022,UDP0007,1
UDP0023,UDP0007,0.9
UDP0024,UDP0007,0.8
UDP0025,UDP0007,1
UDP0026,UDP0007,1
UDP0027,UDP0007,0.7
UDP0028,UDP0007,0.8
UDP0029,UDP0007,0.5
UDP0030,UDP0007,0.7
UDP0031,UDP0007,0.7
UDP0032,UDP0007,0.6
UDP0033,UDP0007,0.7
UDP0034,UDP0007,0.7
UDP0035,UDP0007,1
UDP0036,UDP0007,0.8
UDP0037,UDP0007,0.9
UDP0038,UDP0007,0.8
UDP0039,UDP0007,0.7
UDP0040,UDP0007,0.6
UDP0041,UDP0007,0.7
UDP0042,UDP0007,0.9
UDP0043,UDP0007,0.6
UDP0044,UDP0007,0.7
UDP0045,UDP0007,0.9
UDP0046,UDP0007,0.8
UDP0047,UDP0007,0.7
UDP0048,UDP0007,0.5
UDP0049,UDP0007,0.8
UDP0050,UDP0007,0.8
UDP0051,UDP0007,0.7
UDP0052,UDP0007,0.9
UDP0053,UDP0007,0.7
UDP0054,UDP0007,0.8
UDP0055,UDP0007,0.7
UDP0056,UDP0007,0.8
UDP0057,UDP0007,0.7
UDP0058,UDP0007,0.7
UDP0059,UDP0007,0.4
UDP0060,UDP0007,0.8
UDP0061,UDP0007,0.7
UDP0062,UDP0007,0.9
UDP0063,UDP0007,0.5
UDP0064,UDP0007,1
UDP0065,UDP0007,0.6
UDP0066,UDP0007,0.8
UDP0067,UDP0007,0.6
UDP0068,UDP0007,0.8
UDP0069,UDP0007,0.9
UDP0070,UDP0007,0.5
UDP0071,UDP0007,0.4
UDP0072,UDP0007,0.7
UDP0073,UDP0007,0.7
UDP0074,UDP0007,0.7
UDP0075,UDP0007,0.7
UDP0076,UDP0007,0.6
UDP0077,UDP0007,0.7
UDP0078,UDP0007,0.7
UDP0079,UDP0007,0.8
UDP0080,UDP0007,0.8
UDP0081,UDP0007,0.9
UDP0082,UDP0007,0.8
UDP0083,UDP0007,0.8
UDP0084,UDP0007,0.9
UDP0085,UDP0007,0.8
UDP0086,UDP0007,0.6
UDP0087,UDP0007,0.7
UDP0088,UDP0007,0.7
UDP0089,UDP0007,0.9
UDP0090,UDP0007,0.9
UDP0091,UDP0007,0.7
UDP0092,UDP0007,0.6
UDP0093,UDP0007,0.8
UDP0094,UDP0007,0.7
UDP0095,UDP0007,0.5
UDP0096,UDP0007,0.7
UDP0097,UDP0007,0.9
UDP0098,UDP0007,0.8
UDP0099,UDP0007,1
UDP0100,UDP0007,0.7
UDP0101,UDP0007,0.6
UDP0102,UDP0007,0.6
UDP0103,UDP0007,0.6
UDP0104,UDP0007,0.8
UDP0105,UDP0007,0.8
UDP0106,UDP0007,0.9
UDP0107,UDP0007,0.9
UDP0108,UDP0007,0.9
UDP0109,UDP0007,0.9
UDP0110,UDP0007,0.7
UDP0111,UDP0007,0.9
UDP0112,UDP0007,0.6
UDP0113,UDP0007,0.7
UDP0114,UDP0007,1
UDP0115,UDP0007,0.5
UDP0116,UDP0007,0.8
UDP0117,UDP0007,0.8
UDP0118,UDP0007,0.6
UDP0119,UDP0007,0.8
UDP0120,UDP0007,0.9
UDP0121,UDP0007,0.7
UDP0122,UDP0007,0.7
UDP0123,UDP0007,0.9
UDP0124,UDP0007,0.7
UDP0125,UDP0007,0.9
UDP0126,UDP0007,0.9
UDP0127,UDP0007,0.8
UDP0128,UDP0007,0.5
UDP0129,UDP0007,0.7
UDP0130,UDP0007,0.7
UDP0131,UDP0007,0.7
UDP0132,UDP0007,0.7
UDP0133,UDP0007,0.7
UDP0134,UDP0007,1
UDP0135,UDP0007,0.7
UDP0136,UDP0007,0.6
UDP0137,UDP0007,0.6
UDP0138,UDP0007,0.9
UDP0139,UDP0007,0.6
UDP0140,UDP0007,0.7
UDP0141,UDP0007,0.6
UDP0142,UDP0007,0.9
UDP0143,UDP0007,0.8
UDP0144,UDP0007,0.9
UDP0145,UDP0007,0.8
UDP0146,UDP0007,0.8
UDP0147,UDP0007,0.7
UDP0148,UDP0007,0.8
UDP0149,UDP0007,0.9
UDP0150,UDP0007,0.9
UDP0151,UDP0007,0.8
UDP0152,UDP0007,0.9
UDP0153,UDP0007,0.8
UDP0154,UDP0007,0.7
UDP0155,UDP0007,0.5
UDP0156,UDP0007,0.6
UDP0157,UDP0007,0.5
UDP0158,UDP0007,0.7
UDP0159,UDP0007,0.7
UDP0160,UDP0007,0.8
UDP0161,UDP0007,0.7
UDP0162,UDP0007,0.5
UDP0163,UDP0007,1
UDP0164,UDP0007,0.6
UDP0165,UDP0007,0.6
UDP0166,UDP0007,0.5
UDP0167,UDP0007,0.8
UDP0168,UDP0007,0.9
UDP0169,UDP0007,0.6
UDP0170,UDP0007,0.8
UDP0171,UDP0007,1
UDP0172,UDP0007,0.7
UDP0173,UDP0007,0.6
UDP0174,UDP0007,0.6
UDP0175,UDP0007,0.8
UDP0176,UDP0007,0.8
UDP0177,UDP0007,0.7
UDP0178,UDP0007,0.8
UDP0179,UDP0007,0.9
UDP0180,UDP0007,0.6
UDP0181,UDP0007,0.7
UDP0182,UDP0007,1
UDP0183,UDP0007,0.7
UDP0184,UDP0007,0.6
UDP0185,UDP0007,0.7
UDP0186,UDP0007,0.7
UDP0187,UDP0007,0.9
UDP0188,UDP0007,0.9
UDP0189,UDP0007,0.6
UDP0190,UDP0007,0.8
UDP0191,UDP0007,0.8
UDP0192,UDP0007,0.7
UDP0001,UDP0008,0.5
UDP0002,UDP0008,0.7
UDP0003,UDP0008,0.8
UDP0004,UDP0008,0.7
UDP0005,UDP0008,0.6
UDP0006,UDP0008,0.8
UDP0007,UDP0008,0.9
UDP0008,UDP0008,0
UDP0009,UDP0008,0.6
UDP0010,UDP0008,0.6
UDP0011,UDP0008,0.8
UDP0012,UDP0008,0.7
UDP0013,UDP0008,0.8
UDP0014,UDP0008,0.7
UDP0015,UDP0008,0.8
UDP0016,UDP0008,0.8
UDP0017,UDP0008,0.5
UDP0018,UDP0008,0.9
UDP0019,UDP0008,0.9
UDP0020,UDP0008,0.6
UDP0021,UDP0008,0.8
UDP0022,UDP0008,0.7
UDP0023,UDP0008,0.8
UDP0024,UDP0008,0.9
UDP0025,UDP0008,0.5
UDP0026,UDP0008,0.7
UDP0027,UDP0008,0.6
UDP0028,UDP0008,1
UDP0029,UDP0008,0.7
UDP0030,UDP0008,0.4
UDP0031,UDP0008,0.5
UDP0032,UDP0008,1
UDP0033,UDP0008,0.8
UDP0034,UDP0008,0.6
UDP0035,UDP0008,0.7
UDP0036,UDP0008,0.8
UDP0037,UDP0008,0.7
UDP0038,UDP0008,0.7
UDP0039,UDP0008,0.8
UDP0040,UDP0008,0.4
UDP0041,UDP0008,0.8
UDP0042,UDP0008,0.6
UDP0043,UDP0008,0.8
UDP0044,UDP0008,0.5
UDP0045,UDP0008,0.7
UDP0046,UDP0008,0.9
UDP0047,UDP0008,0.6
UDP0048,UDP0008,0.8
UDP0049,UDP0008,0.8
UDP0050,UDP0008,0.8
UDP0051,UDP0008,0.8
UDP0052,UDP0008,0.9
UDP0053,UDP0008,0.7
UDP0054,UDP0008,0.6
UDP0055,UDP0008,0.9
UDP0056,UDP0008,0.7
UDP0057,UDP0008,0.8
UDP0058,UDP0008,1
UDP0059,UDP0008,0.8
UDP0060,UDP0008,0.6
UDP0061,UDP0008,0.6
UDP0062,UDP0008,0.7
UDP0063,UDP0008,0.8
UDP0064,UDP0008,0.8
UDP0065,UDP0008,0.7
UDP0066,UDP0008,0.8
UDP0067,UDP0008,0.8
UDP0068,UDP0008,0.7
UDP0069,UDP0008,1
UDP0070,UDP0008,0.9
UDP0071,UDP0008,0.7
UDP0072,UDP0008,0.7
UDP0073,UDP0008,0.8
UDP0074,UDP0008,0.8
UDP0075,UDP0008,0.8
UDP0076,UDP0008,1
UDP0077,UDP0008,0.8
UDP0078,UDP0008,0.5
UDP0079,UDP0008,0.8
UDP0080,UDP0008,0.8
UDP0081,UDP0008,0.7
UDP0082,UDP0008,0.9
UDP0083,UDP0008,0.8
UDP0084,UDP0008,0.8
UDP0085,UDP0008,0.8
UDP0086,UDP0008,0.7
UDP0087,UDP0008,0.7
UDP0088,UDP0008,0.7
UDP0089,UDP0008,0.8
UDP0090,UDP0008,0.6
UDP0091,UDP0008,0.5
UDP0092,UDP0008,0.8
UDP0093,UDP0008,0.9
UDP0094,UDP0008,0.9
UDP0095,UDP0008,0.8
UDP0096,UDP0008,0.6
UDP0097,UDP0008,0.9
UDP0098,UDP0008,0.8
UDP0099,UDP0008,0.7
UDP0100,UDP0008,0.8
UDP0101,UDP0008,1
UDP0102,UDP0008,1
UDP0103,UDP0008,1
UDP0104,UDP0008,0.5
UDP0105,UDP0008,0.6
UDP0106,UDP0008,0.8
UDP0107,UDP0008,0.6
UDP0108,UDP0008,0.9
UDP0109,UDP0008,0.6
UDP0110,UDP0008,0.7
UDP0111,UDP0008,0.8
UDP0112,UDP0008,1
UDP0113,UDP0008,0.7
UDP0114,UDP0008,0.6
UDP0115,UDP0008,0.7
UDP0116,UDP0008,0.9
UDP0117,UDP0008,0.8
UDP0118,UDP0008,0.8
UDP0119,UDP0008,1
UDP0120,UDP0008,0.6
UDP0121,UDP0008,0.7
UDP0122,UDP0008,0.6
UDP0123,UDP0008,0.5
UDP0124,UDP0008,0.8
UDP0125,UDP0008,0.7
UDP0126,UDP0008,1
UDP0127,UDP0008,0.6
UDP0128,UDP0008,0.8
UDP0129,UDP0008,0.7
UDP0130,UDP0008,0.9
UDP0131,UDP0008,0.8
UDP0132,UDP0008,0.7
UDP0133,UDP0008,0.6
UDP0134,UDP0008,1
UDP0135,UDP0008,0.9
UDP0136,UDP0008,0.8
UDP0137,UDP0008,0.9
UDP0138,UDP0008,0.6
UDP0139,UDP0008,0.7
UDP0140,UDP0008,0.9
UDP0141,UDP0008,0.6
UDP0142,UDP0008,1
UDP0143,UDP0008,0.5
UDP0144,UDP0008,0.6
UDP0145,UDP0008,0.4
UDP0146,UDP0008,1
UDP0147,UDP0008,0.9
UDP0148,UDP0008,0.9
UDP0149,UDP0008,0.6
UDP0150,UDP0008,0.8
UDP0151,UDP0008,0.9
UDP0152,UDP0008,0.7
UDP0153,UDP0008,0.7
UDP0154,UDP0008,0.6
UDP0155,UDP0008,0.9
UDP0156,UDP0008,0.6
UDP0157,UDP0008,0.7
UDP0158,UDP0008,0.8
UDP0159,UDP0008,0.9
UDP0160,UDP0008,0.8
UDP0161,UDP0008,0.7
UDP0162,UDP0008,0.9
UDP0163,UDP0008,0.9
UDP0164,UDP0008,0.8
UDP0165,UDP0008,0.9
UDP0166,UDP0008,0.7
UDP0167,UDP0008,0.7
UDP0168,UDP0008,0.7
UDP0169,UDP0008,1
UDP0170,UDP0008,0.6
UDP0171,UDP0008,0.9
UDP0172,UDP0008,0.7
UDP0173,UDP0008,0.5
UDP0174,UDP0008,0.8
UDP0175,UDP0008,0.6
UDP0176,UDP0008,0.7
UDP0177,UDP0008,0.7
UDP0178,UDP0008,0.4
UDP0179,UDP0008,0.6
UDP0180,UDP0008,0.8
UDP0181,UDP0008,0.6
UDP0182,UDP0008,0.6
UDP0183,UDP0008,0.8
UDP0184,UDP0008,0.7
UDP0185,UDP0008,1
UDP0186,UDP0008,0.8
UDP0187,UDP0008,1
UDP0188,UDP0008,0.7
UDP0189,UDP0008,0.4
UDP0190,UDP0008,0.8
UDP0191,UDP0008,0.8
UDP0192,UDP0008,0.9
UDP0001,UDP0009,0.7
UDP0002,UDP0009,0.7
UDP0003,UDP0009,0.8
UDP0004,UDP0009,0.7
UDP0005,UDP0009,0.6
UDP0006,UDP0009,0.7
UDP0007,UDP0009,0.9
UDP0008,UDP0009,0.6
UDP0009,UDP0009,0
UDP0010,UDP0009,1
UDP0011,UDP0009,0.7
UDP0012,UDP0009,0.5
UDP0013,UDP0009,0.9
UDP0014,UDP0009,0.6
UDP0015,UDP0009,0.7
UDP0016,UDP0009,0.8
UDP0017,UDP0009,0.7
UDP0018,UDP0009,0.9
UDP0019,UDP0009,0.5
UDP0020,UDP0009,0.7
UDP0021,UDP0009,0.9
UDP0022,UDP0009,0.6
UDP0023,UDP0009,1
UDP0024,UDP0009,0.6
UDP0025,UDP0009,0.7
UDP0026,UDP0009,0.5
UDP0027,UDP0009,0.8
UDP0028,UDP0009,0.8
UDP0029,UDP0009,0.6
UDP0030,UDP0009,0.8
UDP0031,UDP0009,0.8
UDP0032,UDP0009,0.9
UDP0033,UDP0009,0.7
UDP0034,UDP0009,0.9
UDP0035,UDP0009,0.9
UDP0036,UDP0009,0.8
UDP0037,UDP0009,0.9
UDP0038,UDP0009,0.7
UDP0039,UDP0009,0.6
UDP0040,UDP0009,0.6
UDP0041,UDP0009,0.8
UDP0042,UDP0009,0.6
UDP0043,UDP0009,0.9
UDP0044,UDP0009,0.7
UDP0045,UDP0009,0.9
UDP0046,UDP0009,0.8
UDP0047,UDP0009,0.7
UDP0048,UDP0009,0.7
UDP0049,UDP0009,0.8
UDP0050,UDP0009,0.6
UDP0051,UDP0009,1
UDP0052,UDP0009,0.8
UDP0053,UDP0009,0.6
UDP0054,UDP0009,0.6
UDP0055,UDP0009,0.9
UDP0056,UDP0009,0.5
UDP0057,UDP0009,0.8
UDP0058,UDP0009,0.8
UDP0059,UDP0009,0.7
UDP0060,UDP0009,0.8
UDP0061,UDP0009,0.8
UDP0062,UDP0009,0.6
UDP0063,UDP0009,1
UDP0064,UDP0009,0.7
UDP0065,UDP0009,0.5
UDP0066,UDP0009,0.9
UDP0067,UDP0009,1
UDP0068,UDP0009,0.5
UDP0069,UDP0009,0.9
UDP0070,UDP0009,0.8
UDP0071,UDP0009,0.9
UDP0072,UDP0009,0.7
UDP0073,UDP0009,0.8
UDP0074,UDP0009,0.8
UDP0075,UDP0009,0.6
UDP0076,UDP0009,0.8
UDP0077,UDP0009,0.8
UDP0078,UDP0009,0.7
UDP0079,UDP0009,1
UDP0080,UDP0009,0.6
UDP0081,UDP0009,0.9
UDP0082,UDP0009,0.8
UDP0083,UDP0009,0.7
UDP0084,UDP0009,0.7
UDP0085,UDP0009,0.7
UDP0086,UDP0009,0.8
UDP0087,UDP0009,0.8
UDP0088,UDP0009,0.9
UDP0089,UDP0009,0.7
UDP0090,UDP0009,0.7
UDP0091,UDP0009,0.7
UDP0092,UDP0009,0.5
UDP0093,UDP0009,0.7
UDP0094,UDP0009,0.7
UDP0095,UDP0009,0.8
UDP0096,UDP0009,1
UDP0097,UDP0009,0.6
UDP0098,UDP0009,0.5
UDP0099,UDP0009,1
UDP0100,UDP0009,0.9
UDP0101,UDP0009,0.7
UDP0102,UDP0009,0.9
UDP0103,UDP0009,0.8
UDP0104,UDP0009,0.6
UDP0105,UDP0009,0.8
UDP0106,UDP0009,0.6
UDP0107,UDP0009,0.7
UDP0108,UDP0009,0.9
UDP0109,UDP0009,0.6
UDP0110,UDP0009,0.6
UDP0111,UDP0009,0.9
UDP0112,UDP0009,0.6
UDP0113,UDP0009,0.4
UDP0114,UDP0009,0.9
UDP0115,UDP0009,0.9
UDP0116,UDP0009,0.5
UDP0117,UDP0009,0.7
UDP0118,UDP0009,0.8
UDP0119,UDP0009,0.9
UDP0120,UDP0009,0.8
UDP0121,UDP0009,0.9
UDP0122,UDP0009,0.6
UDP0123,UDP0009,0.7
UDP0124,UDP0009,0.9
UDP0125,UDP0009,1
UDP0126,UDP0009,0.9
UDP0127,UDP0009,0.6
UDP0128,UDP0009,0.8
UDP0129,UDP0009,0.8
UDP0130,UDP0009,1
UDP0131,UDP0009,0.6
UDP0132,UDP0009,0.8
UDP0133,UDP0009,0.6
UDP0134,UDP0009,0.7
UDP0135,UDP0009,0.9
UDP0136,UDP0009,0.9
UDP0137,UDP0009,1
UDP0138,UDP0009,0.7
UDP0139,UDP0009,0.5
UDP0140,UDP0009,0.7
UDP0141,UDP0009,0.9
UDP0142,UDP0009,0.9
UDP0143,UDP0009,0.6
UDP0144,UDP0009,0.6
UDP0145,UDP0009,0.8
UDP0146,UDP0009,0.8
UDP0147,UDP0009,0.8
UDP0148,UDP0009,0.6
UDP0149,UDP0009,0.5
UDP0150,UDP0009,0.5
UDP0151,UDP0009,0.8
UDP0152,UDP0009,0.6
UDP0153,UDP0009,0.8
UDP0154,UDP0009,0.8
UDP0155,UDP0009,0.8
UDP0156,UDP0009,0.7
UDP0157,UDP0009,0.9
UDP0158,UDP0009,0.7
UDP0159,UDP0009,0.4
UDP0160,UDP0009,0.8
UDP0161,UDP0009,0.7
UDP0162,UDP0009,0.8
UDP0163,UDP0009,0.8
UDP0164,UDP0009,0.7
UDP0165,UDP0009,0.8
UDP0166,UDP0009,0.8
UDP0167,UDP0009,0.7
UDP0168,UDP0009,0.9
UDP0169,UDP0009,0.7
UDP0170,UDP0009,0.7
UDP0171,UDP0009,0.9
UDP0172,UDP0009,0.7
UDP0173,UDP0009,0.8
UDP0174,UDP0009,1
UDP0175,UDP0009,0.5
UDP0176,UDP0009,0.9
UDP0177,UDP0009,0.8
UDP0178,UDP0009,0.6
UDP0179,UDP0009,0.9
UDP0180,UDP0009,0.6
UDP0181,UDP0009,0.9
UDP0182,UDP0009,0.8
UDP0183,UDP0009,0.8
UDP0184,UDP0009,0.6
UDP0185,UDP0009,0.9
UDP0186,UDP0009,0.9
UDP0187,UDP0009,0.8
UDP0188,UDP0009,0.8
UDP0189,UDP0009,0.9
UDP0190,UDP0009,0.8
UDP0191,UDP0009,0.7
UDP0192,UDP0009,0.8
UDP0001,UDP0010,0.7
UDP0002,UDP0010,0.7
UDP0003,UDP0010,0.6
UDP0004,UDP0010,0.7
UDP0005,UDP0010,0.6
UDP0006,UDP0010,0.7
UDP0007,UDP0010,0.9
UDP0008,UDP0010,0.6
UDP0009,UDP0010,1
UDP0010,UDP0010,0
UDP0011,UDP0010,0.9
UDP0012,UDP0010,0.9
UDP0013,UDP0010,0.7
UDP0014,UDP0010,0.8
UDP0015,UDP0010,0.9
UDP0016,UDP0010,0.8
UDP0017,UDP0010,0.9
UDP0018,UDP0010,0.7
UDP0019,UDP0010,1
UDP0020,UDP0010,0.5
UDP0021,UDP0010,0.9
UDP0022,UDP0010,0.8
UDP0023,UDP0010,0.8
UDP0024,UDP0010,0.8
UDP0025,UDP0010,0.5
UDP0026,UDP0010,0.7
UDP0027,UDP0010,0.8
UDP0028,UDP0010,0.6
UDP0029,UDP0010,1
UDP0030,UDP0010,0.8
UDP0031,UDP0010,0.9
UDP0032,UDP0010,0.8
